T1,T2
3.6166,3.8999
19.716,20.133
28.15,28.4
28.983,29.299
34.166,34.466
36.633,37.099
40.616,40.816
54.549,54.799
57.216,57.549
63.449,63.666
66.432,66.866
68.315,68.665
69.565,69.865
73.665,73.899
79.615,79.899
82.632,82.932
95.432,95.765
97.998,98.182
101.06,101.43
102.68,102.93
109.88,110.3
111.01,111.23
113.03,113.4
124.46,124.6
133.93,134.31
135.93,136.35
137.61,137.98
140.63,141.03
142.6,143.06
146.83,147.06
151.73,152.05
152.65,152.98
168.73,169.05
170.16,170.43
171.2,171.43
179.15,179.53
179.26,179.53
184.83,185.28
186.76,187.2
191.4,191.71
196.18,196.4
