Time,xpos,ypos,ForVel,AngVel,LatVel,Motion,AbsHeading,ForVel_Conv,AngVel_Conv,LatVel_Conv,Motion_Conv,G2_Red_R,G3_Red_R,G4_Red_R,G5_Red_R,G2_Red_L,G3_Red_L,G4_Red_L,G5_Red_L,G2_Green_R,G3_Green_R,G4_Green,G5_Green_R,G2_Green_L,G3_Green_L,G4_Green_L,G5_Green_L,G2_R,G3_R,G4_R,G5_R,G2_L,G3_L,G4_L,G5_L,G2_avg,G3_avg,G4_avg,G5_avg
0.0,-0.0427686570798002,0.0908217357799801,-0.0311758217777383,0.067526160120845,0.0327680077932515,0.0919081448133642,0.988293333333333,-0.0047103487231303,0.0102056903567567,0.00753812560787437,0.0142938012807497,2070.5466,2257.9526,1513.8574,838.4677,2140.2693,2691.6859999999997,1644.7484,674.3809,3155.4556,5188.8989,2269.2307,771.7549,3313.7903,6176.5435,2631.6426,673.8513,1.5239722689651103,2.29805483959229,1.4989725584457299,0.920434859923644,1.54830529971158,2.2946746017180297,1.60002745708705,0.999214687130077,1.53613878433835,2.29636472065516,1.5495000077663899,0.9598247735268609
0.1,-0.0548245236567786,0.13284129126932198,-0.0024501494112955397,0.0703817308263307,0.0076635351664924,0.0852738305269527,0.55578,-0.0203386004796004,0.0612112417611982,0.0250720706924054,0.0802181989969612,2190.5073,2328.667,1614.7003,885.1609,2164.7458,2656.3884,1647.4619,670.4269,3573.7969,5496.9741,2315.4673,793.7445,3616.4297,6360.4922,2614.6274,691.8235,1.6314928053423998,2.36056683931193,1.4339919921981799,0.8967234092694331,1.6706024790532,2.39441348260668,1.58706395577342,1.03191488885664,1.6510476421978,2.3774901609593098,1.5105279739858002,0.9643191490630351
0.2,-0.154498782399889,0.0945284277300002,0.0230347291165386,0.0319323963333903,0.00431392045566041,0.0533900885516861,0.307744,-0.0271741472478964,0.17349486952024698,0.0437273048803157,0.22145620186903198,2174.9636,2461.3679,1660.9507,922.1032,2176.95,2812.9287,1729.348,655.8252,3742.8416,5719.1035,2286.9739,837.5952,3835.7651,6562.8872,2588.9431,703.7287,1.72087551258329,2.32354679688477,1.37690655116976,0.9083529912920809,1.76199044534785,2.33311537544482,1.49706311280321,1.07304309136032,1.74143297896557,2.32833108616479,1.43698483198648,0.9906980413261999
0.3,-0.36332756855899995,0.0723765603923112,0.0403393023375741,0.0203917629842565,0.0116153438018301,0.052452602879787,0.152101666666667,0.0030835115105674,0.27677560860017897,0.0542896705398081,0.36810962532677,2283.3311,2451.967,1686.3334,916.0005,2229.3931,2833.4719,1730.3538,690.5687,3758.4141,5787.2554,2241.4504,921.9889999999999,3937.8516,6552.4424,2508.2458,733.7252,1.64602238370073,2.3602501175586803,1.32918579445796,1.0065376601868699,1.76633344743016,2.31251363389205,1.44955661668729,1.0624941443190201,1.70617791556544,2.33638187572536,1.38937120557263,1.03451590225294
0.4,-0.657741071269111,0.0923155117698001,0.0498338932301103,0.0196874728379119,0.00732046177971844,0.0584066438872098,0.03544168,0.0738157882104126,0.3559910344663139,0.0674200402065399,0.50977686482309,2221.6802,2468.6401,1707.6945,945.0144,2226.6785,2792.1465,1723.1345,713.5435,3661.0518,5887.1338,2250.0005,989.4706,3907.4453,6651.7759,2542.27,772.7244,1.64787524325058,2.38476795382202,1.31756616889028,1.0470428810397,1.7548313777673799,2.38231622158794,1.47537525364387,1.08293944237457,1.7013533105089798,2.38354208770498,1.3964707112670702,1.0649911617071302
0.5,-0.869333644304889,0.0942264208392222,0.0185704918269304,0.0109804849553332,-0.0128307851960888,0.0515675690937218,0.09332939999999999,0.170654179724085,0.41662221152305,0.0803846978319833,0.6458594001654859,2264.7234,2399.5615,1702.6035,959.4827,2218.7722,2873.4055,1730.8167,689.92,3708.9695,5815.9712,2186.9988,987.9798,3907.5369,6615.9673,2610.1936,794.4339,1.6377141243827,2.42376417524619,1.2845027042408899,1.0297004833959,1.76112577036976,2.30248299448164,1.50807049643096,1.1514869839981399,1.6994199473762301,2.36312358486391,1.3962866003359198,1.09059373369702
0.6,-0.924141801080112,-0.0894950189201777,0.0025651720351685396,-0.0492778041534247,-0.0418607519890755,0.0804685291089989,0.11667999999999999,0.247274554123281,0.44325309533989504,0.0679812510086026,0.769366593206609,2247.5322,2475.6572,1705.2191,932.4925,2293.0874,2853.8916,1786.8475,739.7165,3797.3394,5904.5830000000005,2092.1821,981.2537,3955.8896,6722.6162,2550.887,794.6826,1.68955950886933,2.38505678411373,1.2269286099363998,1.05229125167227,1.72513686133376,2.35559619713657,1.42759077089679,1.07430698112047,1.70734818510155,2.3703264906251498,1.32725969041659,1.0632991163963699
0.7,-0.940825743838001,-0.32556674756505605,0.014179185848016002,-0.06980604591817999,-0.0349794938847454,0.0834283844150028,0.4821383333333329,0.29222704176687103,0.38322979052095296,0.0113043470464362,0.908952198896659,2264.9419,2470.9026,1715.3444,997.9775,2276.6699,2883.384,1767.9525,716.28,4002.3975,5953.1445,2095.5183,989.6453,4167.1289,6714.5913,2444.6196,814.1096,1.7671082423792,2.4092995409855495,1.22163123626952,0.991650913973511,1.83036148543098,2.3287190675955802,1.38274054308586,1.13658010833752,1.7987348639050902,2.36900930429056,1.30218588967769,1.06411551115552
0.8,-0.9383805807100001,-0.571586851844744,0.0305653571876849,-0.0489370181197153,-0.0327945312132536,0.0696575323197859,0.828256666666667,0.32785141787423,0.24977490256267101,-0.0663673403652657,1.05852485692002,2283.24,2490.8286,1708.2383,919.9769,2255.0046,2848.6936,1802.1570000000002,748.6957,4001.7659,5926.4028,2037.1438,991.7878,4170.5625,6770.9087,2419.3704,806.0956,1.7526698463586798,2.3792896869740496,1.19254075968207,1.07805728600359,1.84946961970721,2.37684695187998,1.34248592103796,1.07666652820365,1.80106973303294,2.37806831942701,1.26751334036001,1.07736190710362
0.9,-1.02275013790389,-0.796118004498344,0.0426804646058939,-0.0038689703989124398,-0.00212991032780407,0.0542747751233849,0.949243333333333,0.37426588822757706,0.10573728920781199,-0.14164455632862302,1.18861315021448,2283.4128,2432.8196,1691.8638,968.1389999999999,2225.8599,2854.7693,1730.1699,727.9426,4086.9114,5851.3330000000005,2092.6521,1046.2728,4260.2993,6702.9731,2551.8623,810.2156,1.78982591321201,2.40516518364124,1.23689158666318,1.08070514667832,1.9140015505917503,2.3479911669219597,1.4749200642087201,1.11302127393011,1.85191373190188,2.3765781752816,1.35590582543595,1.09686321030422
