T1,T2
0.8,1.7667
2.6167,4.6167
5.6333,12.733
13.533,13.567
14.483,15.05
16.883,27.733
28.633,29.833
30.95,32.4
33.8,57.267
57.767,82.683
85.417,102.2
102.9,102.93
103.63,104.03
104.6,111.67
112.22,112.97
113.47,114.08
114.93,120.07
121.88,122.97
124.18,124.32
125.97,129.15
130.05,130.45
131.25,132.5
133.53,133.58
135.08,135.12
135.85,138.68
139.65,144.73
145.3,171.78
172.83,172.87
173.38,174.12
174.6,177.52
178.05,187.12
187.72,191.08
191.77,191.98
192.53,195.9
196.43,200.08
200.7,237.9
239,252.75
253.98,254.28
254.98,258.47
259.12,264.15
265.02,282.45
282.93,300
