T1,T2
6.75,6.95
8.5333,8.9167
17.067,17.4
20.3,20.767
21.817,22.05
23.733,24.05
24.733,25.1
26.75,27.133
35.167,35.633
45.85,46.267
47.4,47.683
49.683,49.917
54.683,55.033
56.4,56.75
59.233,59.483
60.433,60.833
62.117,62.417
64.25,64.55
65.533,65.7
75.85,76.2
78.9,79.267
88.05,88.333
96.483,96.8
101.52,101.68
106.62,107
109.77,110.08
116.68,117.12
140.82,141.08
141.65,142.12
147.62,147.87
148.65,148.9
152.5,152.85
153.47,153.7
154.6,154.82
158.1,158.53
160.32,160.75
163.32,163.45
169.95,170.35
179.47,179.72
180.98,181.18
182.77,183.1
185.33,185.6
202.23,202.55
205.43,205.67
206.9,207.15
208.43,208.87
212.82,213.23
224.52,225
227.72,228.13
229.08,229.35
231.52,231.97
240.83,241.12
246.37,246.85
249.97,250.43
251.87,252.25
265.85,266.2
273.08,273.45
274.05,274.4
275.85,276.22
280.75,281.05
283.27,283.43
285.32,285.65
286.78,287.12
290.22,290.5
294.72,295.2
