T1,T2
4.0666,7.7165
14.35,14.866
16.066,16.65
21.933,22.433
23.583,24.166
24.983,27.683
32.733,33.433
37.299,38.116
40.749,41.299
43.016,43.982
45.349,45.949
50.399,51.282
54.799,55.915
58.449,59.099
62.832,63.598
65.648,66.448
67.315,68.265
70.198,70.948
75.615,76.231
78.765,80.048
83.448,84.815
88.948,89.598
92.014,92.948
97.014,97.764
104.03,105.11
105.96,106.53
112.16,114.41
123.41,124.43
135.75,136.48
138.35,140.83
144.38,145.31
149.33,149.96
151.16,151.66
158.38,158.86
160.63,161.31
165.93,166.48
170.1,171.45
172.73,173.23
175.68,176.61
178.28,178.93
185.88,187.36
191.48,192.63
195.55,196.03
199.48,200.61
206.01,207.73
210.84,211.43
217.48,220.64
222.11,222.93
224.33,224.83
228.06,228.68
230.86,232.06
233.73,234.58
236.64,237.44
239.06,239.91
243.01,243.54
244.34,245.21
246.96,247.94
252.56,253.08
253.41,253.96
254.39,255.88
257.86,258.74
260.13,261.03
262.69,265.48
268.43,269.06
270.53,271.11
273.59,274.59
279.89,281.13
283.04,285.59
289.64,290.54
292.98,293.68
296.41,297.28
299.19,300.06
302.31,303.83
