T1,T2
3.05,8.4667
9.3333,10.017
13.783,21.2
23.75,29.167
29.4,30.083
35.05,39.533
40.533,41.083
43.65,44.883
45.083,45.967
46.233,48
51.133,56.933
60.967,61.967
62,62.75
63.25,67.033
67.833,68.733
71.267,77.183
80.783,81.8
81.833,82.833
82.9,83.583
84.083,84.883
89.317,90.35
91.467,91.967
98.833,103.97
107.45,108.43
108.47,109.25
115.27,120.58
124.13,124.62
125.82,126.45
127.4,128
128.4,131.65
135.12,135.8
135.83,140.38
143.22,144.03
144.17,144.72
144.77,145.95
146.45,147.27
150,150.52
153.95,154.82
155.35,157.12
157.15,158.42
163.67,164.15
164.57,166.57
166.72,167.6
167.92,168.83
172.22,172.73
173.03,173.53
177.9,179.32
179.35,181.83
181.87,182.58
186.8,187.53
187.57,188.33
188.47,189.45
189.48,191.28
195.77,198.5
198.53,200.9
205.35,206.07
206.17,206.67
206.8,207.68
207.72,208.23
208.57,210.52
213.37,214.67
215.9,216.4
217.02,218.8
219.22,220.47
221.52,222.33
227.35,228.45
229.22,229.78
233.92,234.92
235.03,237.3
237.33,238.48
239.27,240.2
242.88,246.92
251.02,251.5
252.05,252.75
252.78,253.33
253.37,254.58
261.6,262.15
263.82,264.47
269.12,270.12
270.15,270.93
271.42,272.27
279.83,280.82
280.92,281.93
281.97,284.47
289.27,293.1
296.72,297.25
297.28,299.2
299.23,300.9
