T1,T2
7.6667,9.9333
11.05,13.783
23.367,26.617
35.217,37.617
38.267,38.3
44.8,46.25
47.267,47.533
48.25,48.75
54.017,58.533
59.517,59.7
69.067,74.733
79.55,81.567
82.133,82.167
83,83.433
84.017,84.383
85.417,85.45
86.467,87.817
89.667,89.7
91.45,95.667
96.483,96.95
97.567,99.267
104.67,109.53
115.07,117.92
118.97,119.28
125.17,128.43
129.33,129.43
132.97,137.23
142.63,145.45
148.05,148.08
148.67,149.28
150.55,154.78
156.67,156.7
159.15,161.87
166.68,170.55
171.27,171.42
175.88,177.95
179.18,181.1
181.98,182.3
183.33,183.37
184.05,184.55
185.22,186.35
186.88,187.78
188.9,188.93
193.32,195.82
197.32,200.82
203.38,203.42
205.32,207.9
208.47,208.62
209.38,210.82
211.32,213.17
213.8,213.83
218.3,218.93
219.67,226.38
231.95,235.23
236.03,238.7
239.65,241.63
242.57,242.6
244.12,244.93
245.63,245.67
246.92,246.95
247.43,247.47
248.18,249.32
250.03,250.07
252.78,253.82
256.22,259.95
261.28,263.07
265.85,267.23
268.02,268.05
271.8,275.73
276.38,282.37
284.12,287.55
288.8,288.83
290.63,290.67
292.47,294.57
295.17,298.33
