T1,T2
7.6833,8.2667
10.133,11.283
16.2,16.8
21.05,21.75
26.95,27.767
28.333,31.583
53.917,54.4
56.867,57.367
59.733,60.583
70.617,71.133
75.9,76.667
80.533,81.1
84.75,85.867
88.383,89.083
93.067,93.883
99.717,100.67
102.52,103.02
104.75,105.35
112.32,113.05
119.9,120.52
124.87,125.5
129.27,129.8
132.93,133.52
135.15,136.18
140.53,141.13
146.08,146.75
155.82,156.45
157.78,158.78
166.13,166.88
176.38,177.08
179.63,180.42
185.7,186.33
190.12,190.87
191.45,192
193.25,193.78
197.63,198.22
205.52,206.22
208.08,208.63
210.6,211.1
219.12,219.78
221.82,222.37
223.75,224.33
226.92,227.53
230.22,231.37
233.45,233.97
237.77,238.72
247.92,248.55
269.12,269.63
276.87,277.7
285.9,286.47
292.02,292.97
298.17,298.85
