T1,T2
3.0667,3.4333
6.75,7.0333
9.1333,9.4667
11.733,11.967
13.9,14.283
26.917,27.25
29.6,30.05
44.65,45.117
63.3,63.683
93.017,93.467
101.17,101.37
109.67,110.13
112.17,112.37
116.93,117.35
140.12,140.53
154.72,155.13
156.22,156.4
172.68,173.05
183.3,183.63
184.05,184.42
189.25,189.72
193.8,193.97
208.2,208.62
210.75,211.17
215.05,215.32
222.67,223.13
226.4,226.58
229.88,230.22
240.27,240.42
242.27,242.62
245.57,245.93
255.47,255.88
268.83,269.18
272.23,272.72
281.38,281.83
282.62,282.88
283.88,284.18
287.8,288.08
290.72,291
293.1,293.58
