T1,T2
7.5,11.633
19.967,29.067
35.917,40.783
42.033,50.05
56.633,62.517
67.133,71.617
81.867,86.583
102.02,111.97
118.73,122.88
125.62,136.48
145.05,151.42
152.85,158.65
171.1,176.52
197,202.8
218.28,222.33
223.1,227.38
242.72,252.9
256.73,270.43
285.75,289.82
290.95,295
