T1,T2
15.667,16.05
18.067,18.417
21.083,21.417
34.05,34.4
40.267,40.633
47.217,47.633
56.933,57.25
63.9,64.35
76.05,76.467
83.75,84.217
96.75,97
103.1,103.58
109.77,110.23
119.22,119.5
128.28,128.68
138.88,139.25
140.05,140.47
144.75,145.15
169.57,170.05
173.78,174.12
181.08,181.53
194.02,194.38
198.42,198.75
211.68,211.92
228.87,229.27
230.23,230.53
232.72,233.07
234.1,234.47
238.35,238.58
239.7,240.18
245.7,246.03
246.85,247.12
253.52,253.9
256.28,256.68
262.3,262.63
267.37,267.78
269.32,269.65
279.83,280.22
281.5,281.97
287.7,288.13
294.4,294.57
295.67,296.02
