T1,T2
0.016667,1.1
4.05,5.95
12.033,13.8
15.267,18.617
18.65,19.617
22.35,22.983
23.567,24.767
33.317,36.417
38.567,39.117
40.317,41.75
42.55,43.4
43.433,44.883
49.633,51.75
52.65,53.733
53.767,54.4
55.167,56.4
61.767,63.983
68.7,69.25
70.667,71.867
73.017,73.55
80.417,84.467
86.333,87.383
92.1,93.217
93.25,95.283
95.983,97.85
99.3,100.48
105.55,106.85
107.63,109.72
113.72,114.65
121.07,121.98
122.78,123.35
123.38,123.98
130.25,131.27
131.33,132.75
132.9,133.47
134.1,134.77
135.17,136.68
139.32,139.82
141.17,142.67
148.25,151.1
156.63,157.15
164.27,167.25
167.58,171.17
172.6,176.43
178.93,181.25
181.67,182.32
182.77,183.57
183.6,184.37
184.4,185.1
185.13,187.27
190.1,191.32
191.4,193.2
195.68,197.23
198.15,199.52
199.55,200.65
204.4,206.07
207.37,208.27
211.45,212.63
212.68,213.33
219.4,224.42
225.68,226.85
226.88,227.43
232.68,233.35
236.12,238.8
261.17,261.72
261.75,262.75
267.92,268.62
