0,0,0,0,0,0,0
0.016667,0,0,0,0,0,0
0.033333,1.8515e-05,0.00017696,0,0,0,0
0.05,0.00043674,-0.0051802,7.9725e-07,7.5687e-06,-7.6264e-06,1.0774e-05
0.066667,0.0010392,-0.0099183,1.979e-05,8.8455e-05,0.00021625,0.00026374
0.083333,0.0029873,-0.013877,6.369e-05,0.0002324,0.00062531,0.00071266
0.1,0.0010587,-0.027907,0.00018871,0.0005215,0.0011696,0.0013701
0.11667,-0.0018133,-0.005724,0.00023295,0.0020189,0.0022733,0.0033469
0.13333,-0.0012858,-0.0095824,0.00011207,0.0036816,0.0023316,0.0061619
0.15,-0.0010809,-0.011187,3.0779e-05,0.0051385,0.0025471,0.0089131
0.16667,-0.0050058,-0.016813,-3.2122e-05,0.0064487,0.00281,0.011495
0.18333,-0.0023239,-0.021226,-0.00024895,0.0076184,0.0032963,0.014144
0.2,-0.00096382,-0.029366,-0.00032432,0.0086455,0.0039232,0.016778
0.21667,-0.0067135,-0.018007,-0.00032114,0.0094453,0.004841,0.019549
0.23333,-0.0052195,-0.017569,-0.00058239,0.010018,0.0051951,0.022631
0.25,-0.0059509,-0.017422,-0.00075736,0.010536,0.0054919,0.025494
0.26667,-0.0066488,-0.012742,-0.00094847,0.011241,0.0057515,0.028331
0.28333,-0.0090027,-0.0072092,-0.0011602,0.011861,0.0057814,0.031099
0.3,0.023957,0.013857,-0.001464,0.012674,0.0055671,0.033962
0.31667,0.063571,0.049993,-0.00036271,0.01347,0.004392,0.038228
0.33333,0.12129,0.083167,0.0022928,0.013559,0.0016865,0.044482
0.35,0.18188,0.15011,0.0071778,0.012887,-0.0022825,0.053117
0.36667,0.21299,0.20935,0.0143,0.0097299,-0.0087643,0.065601
0.38333,0.23942,0.25081,0.022331,0.0044075,-0.017144,0.080719
0.4,0.27259,0.26771,0.031037,-0.0037651,-0.026417,0.098381
0.41667,0.34886,0.29155,0.040532,-0.015161,-0.035277,0.11867
0.43333,0.44467,0.33219,0.052627,-0.028354,-0.043366,0.14152
0.45,0.54097,0.39362,0.068126,-0.043274,-0.050887,0.16761
0.46667,0.55869,0.44496,0.087109,-0.058368,-0.058464,0.19644
0.48333,0.57263,0.45543,0.106,-0.071648,-0.067031,0.22499
0.5,0.64129,0.43954,0.12392,-0.085388,-0.074946,0.25269
0.51667,0.70363,0.43086,0.1425,-0.099044,-0.080145,0.28101
0.53333,0.77284,0.42893,0.16152,-0.11272,-0.083184,0.30959
0.55,0.81797,0.46626,0.1813,-0.12483,-0.084322,0.33838
0.56667,0.85673,0.4928,0.20166,-0.13558,-0.085713,0.36685
0.58333,0.89774,0.53451,0.22208,-0.14449,-0.087083,0.39462
0.6,0.90251,0.61977,0.24289,-0.15095,-0.089024,0.42249
0.61667,0.93372,0.68344,0.2634,-0.1557,-0.093919,0.45129
0.63333,0.97313,0.64991,0.28423,-0.15998,-0.10021,0.48015
0.65,1.0134,0.66169,0.30381,-0.16628,-0.10379,0.50938
0.66667,1.0573,0.69188,0.32312,-0.17344,-0.10653,0.53792
0.68333,1.1246,0.72131,0.34268,-0.18104,-0.10903,0.56599
0.7,1.165,0.76922,0.36329,-0.18811,-0.11069,0.59415
0.71667,1.1969,0.82122,0.38427,-0.1945,-0.11287,0.62188
0.73333,1.2449,0.85772,0.40537,-0.19975,-0.11587,0.64913
0.75,1.2877,0.85795,0.42675,-0.20354,-0.11871,0.67595
0.76667,1.3226,0.83709,0.44737,-0.20682,-0.1202,0.70149
0.78333,1.38,0.84133,0.46649,-0.20889,-0.11987,0.72584
0.8,1.437,0.83913,0.48565,-0.20958,-0.11833,0.74985
0.81667,1.4923,0.84333,0.50466,-0.20982,-0.11548,0.77332
0.83333,1.5489,0.83059,0.5236,-0.20825,-0.11175,0.79663
0.85,1.5979,0.88588,0.54224,-0.20351,-0.10665,0.82088
0.86667,1.6424,0.87933,0.56146,-0.19698,-0.10326,0.84573
0.88333,1.7237,0.85496,0.58006,-0.1876,-0.099136,0.87106
0.9,1.8018,0.80547,0.59946,-0.17626,-0.093322,0.89756
0.91667,1.8584,0.74191,0.61934,-0.16251,-0.08513,0.92571
0.93333,1.8744,0.6909,0.63886,-0.14623,-0.074505,0.95534
0.95,1.8884,0.67446,0.65652,-0.12713,-0.062449,0.98583
0.96667,1.9111,0.64381,0.6725,-0.10419,-0.050654,1.0178
0.98333,1.9047,0.59454,0.68746,-0.078316,-0.038667,1.0508
1,1.8952,0.50411,0.70066,-0.048943,-0.025521,1.0855
1.0167,1.9143,0.43414,0.71303,-0.018705,-0.009704,1.121
1.0333,1.9103,0.35627,0.72561,0.013994,0.0070388,1.158
1.05,1.8779,0.29617,0.73799,0.048729,0.025204,1.1961
1.0667,1.8459,0.24289,0.74904,0.084572,0.044687,1.2345
1.0833,1.8189,0.15135,0.75892,0.12176,0.06506,1.2733
1.1,1.7723,0.11051,0.76942,0.15986,0.086956,1.313
1.1167,1.7587,0.04186,0.77846,0.19819,0.10955,1.3521
1.1333,1.738,-0.035484,0.78809,0.23719,0.13196,1.3913
1.15,1.7104,-0.10896,0.79864,0.27615,0.1544,1.4303
1.1667,1.6644,-0.105,0.80994,0.3151,0.17681,1.4691
1.1833,1.6097,-0.16743,0.81864,0.35411,0.19903,1.507
1.2,1.5776,-0.22429,0.8279,0.3928,0.22182,1.5446
1.2167,1.5304,-0.25842,0.83767,0.43131,0.2439,1.5816
1.2333,1.4882,-0.32119,0.84703,0.4686,0.26582,1.617
1.25,1.4158,-0.36307,0.85735,0.50483,0.28714,1.6515
1.2667,1.3488,-0.35781,0.86788,0.53936,0.30914,1.685
1.2833,1.2823,-0.39045,0.87671,0.57277,0.33177,1.7174
1.3,1.2266,-0.3963,0.88571,0.60507,0.35451,1.7487
