T1,T2
8.1167,8.4833
14.95,15.383
26.95,27.317
31.783,32
32.7,33.117
36.233,36.633
40.783,41.133
50.05,50.533
53.65,53.95
60.9,61.383
63.467,63.8
65.2,65.617
67.517,67.783
70.333,70.567
72.067,72.333
74.75,75.217
78.733,79.033
81.433,81.85
83.533,83.917
85.6,85.917
94.583,95.017
99.4,99.783
102.52,102.83
113.57,114.03
120.8,121.23
130.48,130.77
131.52,131.9
134.07,134.48
135.52,135.98
153.7,154.08
156.37,156.7
162.1,162.45
163.62,163.85
169.75,170.23
176.98,177.23
177.7,178.12
179.8,180.2
197.22,197.43
202.8,203.12
206.3,206.68
216.85,217.18
218.47,218.88
227.5,227.87
236.35,236.8
243.33,243.65
244.88,245.28
252.62,252.93
271.6,271.98
277.42,277.7
282.2,282.5
294.73,295.03
