Start,Stop
2.0333,2.4333
5.9667,7.4833
8.0667,10.383
11.183,17.867
18.433,28.433
28.967,31.167
31.85,35.767
36.3,45.433
46.133,50.5
51.067,70.133
70.8,80.067
80.867,86.15
86.767,100.62
101.12,102.65
103.17,115.25
115.92,127.55
128.07,130.12
130.93,135.78
136.4,142.6
144.13,153.52
154.03,158.93
159.42,166.65
167.5,169.95
170.63,171.62
172.53,181.97
182.75,197.82
198.35,199.05
199.87,204.28
205.92,228.27
228.95,233.1
233.95,237.15
238.1,240.6
241.6,245.85
246.9,251.2
251.75,261.53
263.55,272.73
273.25,275.93
276.43,281.65
282.2,292.63
293.3,296.45
297.05,299.82
