T1,T2
3.2167,3.8167
5.9833,6.7833
12.667,13.4
22.55,24.017
29.783,30.667
35.933,36.583
38.25,38.9
38.933,41.133
46.483,49.717
59.683,60.317
68.467,69.367
71.4,71.983
77.233,77.817
88.667,89.417
91.817,92.933
96.25,97.167
102.38,103.03
107.27,107.77
116.15,117.1
119.92,120.48
122.65,123.22
126.88,127.47
129.67,130.65
136,137.2
138.2,138.82
143.43,144.13
152.9,154.35
161.03,162.35
172.48,173.92
176.27,176.82
180.9,181.78
185.12,186.75
190.47,191.62
193.17,196.15
207.22,207.8
209.75,210.5
215.3,217.05
220.68,221.23
225.65,229.77
236.52,237.82
238.18,238.78
244.67,245.47
249.52,250.3
252.3,253.03
256.95,257.83
261.77,262.75
267.55,268.2
277.37,278.25
282.73,283.87
289.37,290.77
294.43,295.5
298.63,299.3
