T1,T2
1.2833,1.7333
14.117,14.5
21.25,21.533
22.867,23.35
27.383,27.65
35.733,36.083
46.817,47.117
50.933,51.25
54.6,54.883
63.45,63.783
66.317,66.75
72.217,72.5
78.95,79.233
79.9,80.283
81.8,82.167
93.25,93.6
96.033,96.35
97.4,97.7
112.13,112.43
114.4,114.67
121.62,121.93
127.03,127.45
136.57,137.02
138.37,138.73
141.08,141.45
143.62,143.88
147.13,147.47
150.53,150.85
153.22,153.5
156.8,157.17
160.42,160.63
164.75,165.08
180.2,180.43
181.68,182.07
194.62,194.98
201.87,202.15
205.7,205.98
208.65,209
210.22,210.65
212.12,212.43
215.42,215.87
217.85,218.2
220.52,220.7
221.1,221.48
228.42,228.72
232.67,232.82
246.78,247.15
248.8,249.07
251.58,251.92
258.75,258.95
267.72,267.95
272.48,272.95
274.33,274.57
279.15,279.48
287.1,287.42
288.63,288.92
292.87,293.28
294.03,294.3
297.83,298.27
