T1,T2
8.9168,9.3835
25.45,25.767
29.617,30.017
32.167,32.384
33.267,33.517
38.351,38.817
39.467,39.701
41.117,41.434
42.001,42.384
46.668,46.984
48.401,48.668
49.184,49.501
83.818,84.218
87.485,87.835
97.835,98.235
100.19,100.65
102.4,102.7
116.47,116.69
122.65,122.99
130.52,130.94
134.49,134.85
145.89,146.37
150.94,151.3
152.7,153.05
160.45,160.75
171.7,171.95
174.95,175.32
178.4,178.7
203,203.49
206.9,207.17
223.87,224.27
225.87,226.24
228.5,228.87
238.19,238.57
239.2,239.69
243.65,243.89
245.65,245.97
254.4,254.7
259.45,259.84
271.92,272.27
281.82,282.21
284.64,284.92
285.87,286.19
