T1
19.683
135.72
145.27
163.18
183.55
206
225.8
238.6
274.6
285.45
299.13
310.52
347.52
383.75
408.78
418.82
458.98
510.1
536.28
546.2
645.37
685.32
722.52
732.52
763.87
780.22
792.45
818.45
830.2
851.83
869.3
887.48
897.43
926.78
955.22
977.58
990.57
1011.6
1059.9
1092.7
1121
1142.4
1152
1170.3
