T1,T2
0.016667,2
2.0333,15
18.133,72.083
74.65,75.5
77.617,86.6
86.633,87.65
89.533,131.42
134.48,140.72
143.75,158.68
161.8,169.37
171.47,172.7
172.93,173.93
173.97,179.25
182.08,187.43
187.47,191
192.73,200.47
204.68,207.03
207.07,209.25
209.28,213.08
214.58,215.45
215.55,216.18
216.4,221.48
224.27,225.6
225.68,226.85
227.02,233.4
233.43,234.35
237.03,241.13
241.17,257.48
257.52,258.23
258.27,263.17
263.22,265.33
265.37,269.98
273.48,280.05
283.78,284.5
285.23,287.38
287.5,288.07
288.92,292.17
292.2,294.12
297.83,298.72
298.75,303.68
