T1,T2
2.7167,2.9
10.25,10.483
13.633,13.933
15.267,15.617
20.2,20.367
22.283,22.767
31.05,31.5
48.633,49
52.533,52.867
53.65,54.1
55.733,56.083
58.35,58.833
59.483,59.767
60.833,61.217
66.617,66.8
67.4,67.717
73.683,73.967
76.683,76.95
83.65,84.083
94.95,95.233
96.617,96.867
98.733,99
101.18,101.42
102.15,102.42
108.45,108.85
110.1,110.5
111.73,112.08
118.27,118.63
121.78,122.07
124.95,125.1
134.97,135.32
147.75,147.98
160.68,161.02
164.07,164.47
171.6,171.85
175.1,175.4
181.22,181.52
185.1,185.52
207.07,207.42
209.17,209.37
212.22,212.58
213.87,214.13
216.95,217.23
217.87,218.08
219.98,220.33
223.08,223.38
225.82,226.08
241.48,241.72
244.6,244.87
245.48,245.78
247.1,247.43
249.03,249.37
255,255.17
258.45,258.8
269.1,269.57
270.78,271.18
277.32,277.73
285.25,285.48
290.17,290.63
292.47,292.77
297.42,297.68
