T1,T2
11.167,11.933
16.15,16.783
17.533,18.183
27.4,27.917
30.183,30.85
34.917,35.467
37.567,40.733
47.767,48.5
56.65,57.7
57.733,58.217
65.733,66.25
77.733,81.483
82.917,83.467
109.35,109.9
115.6,116.35
121.03,121.55
127.8,132.68
148.72,149.2
151.2,154.17
167.45,168.05
176.32,177.05
177.25,178.15
180.4,180.98
187.3,187.87
196.02,196.92
198.97,199.7
201.43,202.27
203.08,203.75
206.25,206.75
221.97,222.57
232.27,232.9
236.1,239.55
259.83,260.52
262,264.75
264.78,267.52
268.38,268.88
289.4,289.92
294.03,294.52
