TIME,G2R_RED,G3R_RED,G4R_RED,G5R_RED,G2L_RED,G3L_RED,G4L_RED,G5L_RED,G2R_GREEN,G3R_GREEN,G4R_GREEN,G5R_GREEN,G2L_GREEN,G3L_GREEN,G4L_GREEN,G5L_GREEN,V_LAT,V_FWD,V_ANG,HEADING,AIR,W_AIR,ODOR_BINARY,ODOR_PID
0.0,1697.4366,1750.0101,1296.5747,982.6629,1037.2726,1760.1215,1798.0359,1170.3699,1842.9664,5364.1323,4928.1343,1601.1305,1053.3926,4498.4316,6016.2949,1416.7673,0.0027977154479670702,-0.0005549873715215334,0.0026430384925750297,100.57951965994306,,,0.0,
0.1,1768.724,1744.9545,1321.6722,1007.699,1083.1226,1811.0183,1815.0767,1119.7312,1963.5374,5613.8599,4992.5986,1582.8159,1156.8937,4801.5747,5956.7305,1429.4318,0.0004674316257030599,0.00011829296314935716,0.00017031737173228568,100.56999042380744,,,0.0,
0.2,1741.4448,1797.4523,1378.316,1008.0135,1126.1818,1835.8021,1800.8289,1136.2736,2261.7383,5960.4321,4935.9541,1629.9407,1253.0056,5023.7412,5851.4463,1375.5736,-0.00864806780851456,0.01201251616607886,-0.00757917103995856,100.85230293760787,,,0.0,
0.30000000000000004,1781.1229999999998,1823.6228,1346.6996,1022.6657,1116.5837,1797.2692,1856.6598,1128.4174,2411.9771,6034.8262,4765.3423,1630.9344,1323.3905,5191.7061,5595.4458,1407.0187,-0.02871018377613756,0.017488930926235203,-0.028039264402715598,108.70329195002637,,,0.0,
0.4,1786.4032,1837.1223,1351.9832,1033.6595,1093.3857,1834.1842,1820.525,1158.2544,2615.9177,6088.3003,4664.9722,1661.9836,1371.2743,5259.5952,5371.3481,1401.5099,-0.004803662715184856,0.009665999263320577,-0.019167796555361185,117.90826782192607,,,0.0,
0.5,1787.4458,1822.7679,1388.58,1074.2767,1124.9232,1866.1992,1824.2445,1162.7655,2995.3594,6285.8159,4398.4893,1679.5364,1541.3451,5284.7393,5161.2744,1472.2904,0.00455145278616484,-0.01092865167634424,0.00890950425080614,118.66455139765088,,,0.0,
0.6000000000000001,1776.9532,1843.8607,1350.4370000000001,1032.9108,1090.1299,1827.5186,1887.318,1089.6921,3295.3066,6279.0928,4235.291,1682.4065,1556.9331,5171.6514,5021.0713,1430.4745,0.029557738920575474,-0.013035805110069115,0.08322593692459,100.9453820736735,,,0.0,
0.7000000000000001,1830.9528,1780.9452,1357.9070000000002,1030.0542,1130.4998,1894.1823,1848.1984,1169.4661,3553.3574,6155.5352,4103.3784,1672.9017,1694.5979,5148.0391,4821.4741,1476.3962,0.024719288986875,-0.0005610886754196836,0.09292171880787499,62.674165375575626,75.89030388917166,,0.0,
0.8,1802.9156,1833.9655,1315.0383,1058.4624,1087.6583,1824.6388,1789.194,1117.0631,3685.3208,5945.7036,3908.2341,1735.8295,1704.5276,5050.1855,4465.6284,1482.7739,0.021492474481191733,-0.006298326137151526,0.050555257802343996,45.8134127755973,53.75943721432759,-203.6658463023506,0.0,
0.9,1757.6066,1806.3806,1358.1703,1037.3563,1129.7629,1849.1306,1817.2108,1131.3596,3744.366,5848.0801,3868.0156,1736.6324,1683.4697,4869.166,4264.4316,1437.1696,0.033741271643904995,0.005134892941764143,0.089000394276152,18.623164120597835,35.157134628701556,-251.11143333055472,0.0,
1.0,1803.6533,1807.5122,1362.5183,1052.3828,1097.2748,1837.0817,1827.8489,1145.3409,3583.9094,5693.1924,3720.5566,1764.2299,1686.9129999999998,4730.8262,4145.1504,1464.6056,0.0348638028896182,0.0157646034186256,0.11122163068508459,-18.521793375148405,3.5371505482166583,-323.7047840261969,0.0,
1.1,1786.1561,1803.0861,1337.7124,1035.8684,1116.9224,1812.9216,1798.4581,1161.8894,3810.3086,5902.0015,3670.8767,1806.2377,1711.0732,4772.8623,3963.2124,1539.3319,0.010734507608292285,0.01453077557456267,0.033218140380428855,-39.09901541067646,-29.583822176537836,-231.2871082352981,0.0,
1.2000000000000002,1730.2567,1771.7072,1326.4160000000002,1038.4641,1109.0857,1833.015,1806.6842,1116.119,4044.5969,5775.8843,3642.0913,1849.4161,1835.844,4794.1685,3787.511,1542.9825,0.02661957253364197,-0.004781578582016732,0.07561049482387734,-55.30639197367688,-42.720271098843,-179.01791522981244,0.0,
1.3,1788.5043,1761.3375,1349.2219,1033.6239,1102.0857,1855.2129,1777.7228,1137.5165,4142.2261,5762.3223,3594.8147,1755.2738,1804.856,4664.0815,3657.9614,1495.9056,0.03449627431797784,0.003614979922110685,0.09911660143892331,-83.67115644075263,-65.38740522250032,-217.72188590121095,0.0,
1.4000000000000001,1798.6832,1789.2734,1337.2139,1037.3693,1104.2101,1800.3423,1813.3304,1117.6368,4427.4097,5660.2656,3514.1794,1762.0649,1934.7711,4629.8247,3482.9087,1470.9723,0.01358418593385657,0.007650132392395039,0.06722784320694443,-116.14396612463979,-86.26464827908518,54.48791503249312,0.0,
1.5,1791.9009,1771.4152,1286.9838,1069.0525,1095.2332,1810.0784,1801.8695,1114.8479,4779.356,5618.8237,3346.1482,1729.9779999999998,2111.0793,4559.0503,3283.3191,1478.463,-0.011686639835270001,0.012620517681494862,-0.01557992012060938,-121.20887377959264,-54.4898222160017,290.159872110593,0.0,
1.6,1837.7107,1753.3444,1370.4567,1035.2976,1116.9164,1785.4252,1748.6027,1162.8455,5064.8169,5509.4404,3334.2214,1705.0181,2125.4131,4419.9321,3182.2722,1481.3362,-0.003877732632424428,0.010802179331725587,-0.007380060837158029,-116.08919426407404,-28.232673856966585,262.5714835903509,0.0,
