T1,T2
2.0333,4.5
5.0333,10.233
11.15,11.6
12.317,15.067
19,37.317
37.967,40.033
40.7,48.95
51.567,54.733
55.4,64.783
69.6,76.883
77.367,83.417
83.983,85.033
85.8,89.85
90.767,91.3
92.1,92.75
93.35,95.7
96.633,100.48
101.08,105.73
106.25,108.57
109.15,109.93
110.58,113.52
114.27,114.3
115.12,115.87
118,120.33
120.85,125.23
125.8,131.6
136.32,151.4
155.83,171.23
172.63,176.45
176.93,183.52
184.2,184.67
185.5,188.07
188.65,188.68
190.17,190.22
192.15,204.1
204.63,208.85
209.35,217.43
218.62,222.03
224.15,224.18
224.7,227.57
228.15,238.85
239.42,243.28
243.95,249.85
250.38,250.42
250.98,253.45
254.85,261.92
266.1,268.43
269.07,269.1
269.62,272.58
273.97,292.97
293.55,297.27
297.9,298.88
