T1,T2
11.783,11.983
33.483,33.733
34.75,34.95
50.517,50.883
52.067,52.417
54.167,54.583
56.967,57.4
59.45,59.633
60.433,60.7
63.6,63.933
74.05,74.333
84.617,85.067
121.18,121.35
123.1,123.32
139.63,139.97
146.27,146.75
152.55,152.78
156.98,157.25
176.57,176.78
179.7,180.02
186.9,187.08
195.13,195.5
197.58,197.75
198.98,199.32
201.23,201.43
203.08,203.43
204.97,205.15
208.28,208.62
208.37,208.62
213.9,214.25
215.35,215.62
217.2,217.57
219.13,219.42
221,221.47
224.47,224.87
226.37,226.75
228.07,228.37
229.42,229.72
232.4,232.73
234.05,234.2
234.62,234.93
242.53,242.83
244.32,244.53
245.77,246.25
260.73,261.05
262.93,263.18
266.15,266.6
269.1,269.45
273.83,274.32
278.95,279.33
288.6,288.95
295.1,295.55
297,297.38
