T1,T2
15.283,19.617
20.117,21.633
22.333,23.85
37.533,40.467
51.4,64.1
64.6,65.333
66.517,89.983
95.583,98.1
98.733,103.57
104.13,113.22
113.98,116.03
116.72,118.13
118.63,120.68
121.3,126.78
128.13,128.17
131.98,138.68
139.27,141.63
142.23,146.72
147.42,149.3
150.68,155.12
156.52,162.6
163.67,165.45
166.12,169.47
170.28,173.87
174.73,181.88
182.37,187.7
188.2,189.25
189.97,192.28
193.02,194.87
195.55,197.43
198.07,201.33
201.98,204.45
205.38,208.25
208.83,214.75
215.88,218.72
219.23,221.58
223.28,225.97
226.63,231.42
231.92,237.87
238.5,244.28
245.27,250.7
251.48,256.45
257.73,258.32
258.83,269.75
270.92,277
278.15,280.47
281.52,284.55
285.2,286.87
287.48,296.88
