Stop,Start
0.9333,1.5333
1.8999,2.6499
2.6832,5.2998
10.266,11.7
12.383,13.416
16.266,16.749
18.483,19.299
19.833,20.566
21.166,22.033
25.032,25.682
25.716,26.599
28.849,29.699
29.982,31.849
31.949,32.549
34.732,36.015
36.215,37.165
38.432,39.215
46.382,47.848
48.915,50.565
52.615,53.231
53.265,53.765
56.348,56.848
60.664,61.998
62.164,62.864
62.931,64.531
65.114,65.798
66.198,66.848
67.631,68.314
70.847,71.364
72.031,72.797
72.831,73.697
75.197,75.681
78.68,79.38
80.347,80.997
81.18,81.68
81.714,83.697
87.614,88.23
90.53,91.03
91.08,91.713
95.263,99.613
101.98,103.51
104.48,105.03
105.2,105.93
105.96,109
109.03,110.91
110.95,111.43
111.53,112.25
113.23,113.98
116.18,117.73
120.53,121.65
121.68,122.68
122.81,125.18
127.76,128.95
128.98,129.6
131.96,133.63
133.66,134.35
138.43,139.06
139.28,141.26
141.64,142.51
142.54,143.43
145.18,146.64
150.53,151.13
151.28,152.58
152.61,153.11
155.48,156.18
156.88,157.83
158.21,158.74
158.78,159.91
160.03,160.81
163.36,164.29
165.58,166.61
167.38,168.04
168.08,168.78
176.18,177.06
178.38,178.91
178.94,179.81
181.78,182.28
184.96,185.74
188.39,189.36
189.39,190.13
190.69,191.19
195.79,196.83
196.86,197.48
197.64,198.21
199.08,200.39
200.43,201.44
208.41,209.28
209.31,210.11
211.24,211.76
212.73,213.39
213.79,214.74
216.11,217.64
217.71,218.28
219.83,221.69
221.78,222.41
227.31,228.43
229.56,230.24
230.71,231.34
236.79,237.29
237.32,238.07
241.39,242.04
242.67,243.52
244.02,244.76
245.69,246.39
246.44,247.39
248.52,249.12
249.16,249.86
250.46,251.19
256.66,257.84
259.62,260.31
260.34,261.29
261.54,262.32
262.66,263.17
264.86,266.21
266.41,267.27
268.02,270.17
272.94,273.79
274.77,275.42
275.46,276.44
276.47,276.99
277.02,279.04
280.92,281.66
281.92,282.72
282.82,283.32
285.99,286.51
288.86,289.34
290.27,291.61
291.64,293.51
294.42,294.94
295.46,296.36
302.84,303.61
303.67,304.49
