T1,T2
1.4333,6.3
9.8833,16.067
22.383,28.8
32,35.767
49.833,51.133
54.167,54.817
54.85,55.917
55.95,56.833
56.867,57.517
57.883,59.1
61.717,65.767
73.583,78.3
83.267,88.6
91.367,96.267
103.67,104.88
110.82,111.87
116.02,118.2
118.23,120.53
124.57,125.3
129.1,133.35
148.1,148.62
149.8,150.7
150.73,152.18
152.22,154.3
163.82,168.95
174.15,178.25
182.37,187.57
198.92,201.35
201.38,204.75
211.4,216.18
220.33,220.87
221.97,222.75
222.78,226.1
230.72,235.58
243.35,245.6
245.63,249.22
251.08,251.8
251.83,252.78
255.85,256.55
260.63,265.12
269.13,269.75
272.03,273.37
273.4,275.18
275.22,277.23
286.12,291.32
