Stop,Start
13.583,14.317
15.333,16.067
18.95,19.467
21.75,23.583
24.683,25.433
32.867,35.333
38.25,39.85
41.633,42.217
62.6,63.283
73.283,76.533
105.6,106.4
107.77,108.47
108.8,109.43
110.03,110.52
113.82,114.43
118.6,119.28
122.8,123.55
134.42,136.88
142.93,143.88
145.12,146.72
152.23,153.23
153.63,154.62
156.17,156.97
160.88,162.25
167.22,168.6
169.58,170.82
175.77,177.02
200.78,201.83
206.42,207.03
208.3,208.88
215.97,218.13
220.08,220.65
229.93,230.75
237.35,237.93
239.78,243.25
246.07,246.78
247.37,248.82
253.47,254.18
256.18,257.75
258.52,260.32
261.8,263.65
265.42,266.9
267.57,268.85
274.5,275.07
277.27,278.4
278.95,280.38
281.5,282.98
284.08,285.47
288.52,289.83
296.85,298.58
