T1,T2
12.783,13.15
17.183,17.4
27.183,27.467
28.967,29.2
32.533,32.783
37.233,37.433
39.7,40.133
43.183,43.417
46.367,46.75
49.55,49.867
58.617,58.933
62.05,62.283
63.867,64.133
64.617,65.05
67.217,67.5
69.967,70.217
72.933,73.217
83.917,84.4
86.067,86.467
93.967,94.217
97.417,97.717
101.57,101.97
106.67,106.83
123.52,123.97
125.15,125.47
128.83,129.15
133.13,133.3
136.7,137.08
142.43,142.7
155.85,156.12
159.27,159.48
165.47,165.75
167.13,167.47
174,174.2
177.52,178
181.05,181.45
186.03,186.47
192.5,192.73
196.58,196.8
201.47,201.8
207.72,207.95
208.55,208.85
213.05,213.25
214.53,214.95
222.97,223.28
226.87,227.17
230.78,231.13
236.2,236.6
238.25,238.55
243.03,243.37
247.27,247.65
250.27,250.5
252.05,252.37
255.9,256.25
257.52,257.87
260.22,260.48
263.9,264.37
266.22,266.42
267.08,267.35
269.58,269.95
274.92,275.22
278.1,278.42
288.1,288.58
289.68,289.9
292.02,292.25
297.38,297.75
