T1,T2
2.9666,3.4
4.5333,4.8333
9.7832,10.267
15.633,15.867
16.35,16.65
26.216,26.416
27.75,28.15
33.383,33.7
34.233,34.583
38.2,38.666
47.466,47.866
48.716,49
49.783,50.2
52.333,52.7
61.599,61.999
95.499,95.832
97.599,97.899
98.616,98.816
99.949,100.35
101.67,101.85
102.25,102.6
104.47,104.87
106.02,106.33
111.52,112
116.4,116.78
118.1,118.43
119.38,119.75
122.4,122.77
140.43,140.65
144.52,144.97
146.82,147.22
148.07,148.32
167.43,167.72
179,179.33
185.57,185.97
198.55,198.85
199.95,200.4
201.73,202.2
203.08,203.46
213.46,213.66
218.05,218.31
220.46,220.88
224.56,224.91
226.98,227.33
228.23,228.58
234.15,234.45
236.08,236.5
240.1,240.43
243.46,243.88
244.96,245.18
247.38,247.55
249.98,250.31
251.6,251.95
274.43,274.7
277.16,277.6
287.65,288.01
295.1,295.36
297.26,297.6
