T1,T2
13.45,13.9
14.667,14.85
28.167,28.517
30.983,31.183
32.783,33
33.717,34.133
44.883,45.1
47.2,47.467
51.65,52.083
60.633,60.833
62.067,62.317
76.55,76.8
78.383,78.7
82.5,82.767
93.467,93.85
95.8,96.25
99.833,100.25
119.12,119.43
121.23,121.57
123.73,124.12
139.33,139.6
148.68,148.92
163.12,163.58
167.72,167.93
172.33,172.68
174.98,175.23
176.95,177.18
183.75,184.02
185.85,186.05
186.67,187.03
198.35,198.52
204.35,204.7
206.58,206.77
210.02,210.23
212.37,212.65
224.63,224.88
225.8,226
233.37,233.67
236.18,236.4
261.87,262.12
270.57,270.88
283.2,283.65
