T1,T2
17.5,17.933
22.333,22.583
27.517,27.9
29.817,30.117
32.683,32.967
34.45,34.917
37.017,37.367
40.45,40.75
49.3,49.6
60.25,60.667
65.867,66.183
69.133,69.417
74.85,75.183
77.517,77.817
78.5,78.817
80.667,80.95
86.6,87.067
95.367,95.85
110.6,110.98
120.13,120.48
122.63,122.97
125.65,126.12
128.62,129
136.97,137.45
158.3,158.67
161.27,161.52
164.75,165.08
168.55,168.8
169.77,170.05
173.7,174.12
193.07,193.47
199.9,200.32
221.55,221.83
224.43,224.75
231.35,231.77
242.25,242.52
244.67,245.02
246.45,246.8
249.28,249.48
268.13,268.35
276.43,276.85
278,278.47
279.55,279.85
283.8,284.15
288.77,289.12
291.05,291.52
296.25,296.52
298.12,298.5
