T1,T2
4.2167,4.6333
7.2,7.5667
11.317,11.667
14.8,15.25
14.9,15.25
19.433,19.733
32.367,32.667
39.017,39.267
42.117,42.317
52.05,52.467
62.217,62.683
65.55,65.9
86.433,86.833
93.083,93.467
95.85,96.333
98.65,99.067
102.37,102.67
106.43,106.72
109.95,110.38
112.3,112.73
114.17,114.53
117.9,118.18
130.27,130.7
133.7,134.17
135.88,136.3
138.68,138.98
148.33,148.68
158.12,158.45
159.92,160.35
165.02,165.5
171.25,171.6
177.67,178.02
187.6,187.88
191.68,192.05
193.72,194.2
201.42,201.85
204.03,204.43
206.9,207.18
208.62,208.95
211.67,212.07
213.4,213.63
214.53,214.92
223.65,224.05
229.53,229.8
247.78,248.2
250.95,251.33
254.33,254.75
258.72,258.95
261.27,261.68
265.93,266.13
271.27,271.67
294.72,295.17
297.57,297.88
