T1,T2
1.5667,4.1667
14.367,19.533
24.05,30.45
43.517,48.183
56.05,61.117
66.733,68.883
68.917,71.35
83.95,88.95
105.42,108.95
118.7,123.48
132.93,137.58
143.75,146.22
146.55,148.48
194.78,198.48
212.77,216.28
226.7,229.93
237.13,238.77
238.8,240.32
240.35,242.08
250.72,252.38
252.42,254.38
274.47,277.15
288.62,292.18
