T1,T2
4.1667,7.7667
8.6667,11.217
11.85,14.367
19.533,24.05
30.45,37.833
38.483,38.933
39.417,43.517
48.183,51.3
51.95,56.05
61.117,66.733
68.883,68.917
71.35,80.65
81.233,83.95
88.95,104.08
105.38,105.42
108.95,113.67
114.27,118.7
123.48,132.93
137.58,143.75
146.22,146.55
148.48,165.72
166.22,182.62
183.37,183.77
185.22,189.75
190.25,193.02
193.55,194.78
198.48,206.68
207.38,212.15
212.65,212.77
216.28,225.6
226.33,226.7
229.93,237.13
238.77,238.8
240.32,240.35
242.08,247.12
247.68,250.72
252.38,252.42
254.38,274.47
277.15,288.62
292.18,299.87
