TIME,G2R_RED,G3R_RED,G4R_RED,G5R_RED,G2L_RED,G3L_RED,G4L_RED,G5L_RED,G2R_GREEN,G3R_GREEN,G4R_GREEN,G5R_GREEN,G2L_GREEN,G3L_GREEN,G4L_GREEN,G5L_GREEN,V_LAT,V_FWD,V_ANG,HEADING,AIR,W_AIR,ODOR_BINARY,ODOR_PID
0.0,892.3839999999999,1591.8751,1795.1117,1145.9237,1389.4158,1802.5948,1621.4244,932.9901,1180.6927,5824.8564,7681.269,1662.1383,2676.3745,6915.1104,7055.3638,1439.017,0.0024097288185738635,0.027732486334235668,0.0033967512495142005,106.42676312452255,,,0.0,
0.1,868.8736,1547.4539,1857.207,1219.6296,1437.0284,1858.8326,1642.63,938.7349,1297.1595,6245.6753,7614.9033,1703.2124,2887.2893,7193.5918,6983.0024,1432.2384,-0.00907974260599821,0.0250850642476015,0.008702893815568684,104.82611470343272,,,0.0,
0.2,940.1411,1603.8514,1868.5082,1246.9368,1465.6589,1871.6908,1630.9563,909.5162,1454.5194,6564.7329,7561.7837,1827.0936,3269.23,7524.7573,6835.4727,1570.4231,-0.005294441619638267,0.01581096967148575,-2.724601367868392e-05,102.4247856292962,,,0.0,
0.30000000000000004,929.3461,1589.9821,1830.8713,1253.5817,1468.8201,1926.8551,1660.6155,885.165,1574.0474,6782.5347,7440.5337,1863.0991,3485.8164,7614.4062,6672.251,1603.4894,-0.009642003162239015,0.0191096881382977,-0.01013540643536623,104.33665987921034,,,0.0,
0.4,965.1998,1603.1534,1818.3334,1216.3268,1463.8370000000002,1872.4806,1586.8242,940.9224,1585.2349,6827.0835,7297.5112,2070.5925,3625.9683,7600.0205,6432.6152,1768.4457,-0.007162656808794636,0.018115488412655662,-0.008021171930330181,108.61208486949289,,,0.0,
0.5,927.5393,1625.5233,1834.4487,1281.1547,1470.1829,1973.4368,1602.0374,924.2397,1569.1572,6890.1382,7098.581999999999,2320.5076,3604.0454,7550.562,6225.0742,1960.1848,-0.0029034633078731825,0.003500981150194517,-0.004064222404748018,108.37483500105435,,,0.0,
0.6000000000000001,972.8096,1650.1470000000002,1810.2903,1282.7723,1460.5774,1879.3051,1609.5908,1037.4034,1632.2974,6858.3569,6896.3769999999995,2666.1035,3594.8096,7524.5308,6014.8979,2305.5388,-0.012779150002109501,-0.0005564350091138994,-0.023538970575821397,116.35490090698687,,,0.0,
0.7000000000000001,934.5199,1645.2449,1829.8209,1294.7363,1446.9606,1896.4071,1636.6686,945.6629,1643.6879999999999,6749.8188,6666.4092,2830.8191,3598.1592,7479.9253,5722.5059,2253.416,0.0030593558935161852,0.010882196967732986,0.023509540538329127,111.51667037793896,,,0.0,
0.8,933.2173,1636.3934,1792.2107,1275.7168,1460.2762,1917.6266,1606.5477,957.4189,1662.7642,6690.5664,6359.6484,2891.0698,3671.2695,7417.7979,5564.8442,2466.6729,0.024437065323561716,-0.0018663144121754368,0.0683465321881953,96.41183826551236,,,0.0,
0.9,947.5961,1592.751,1787.9514,1282.4357,1469.8965,1915.2428,1577.6495,1007.4359,1732.9811,6678.3315,6180.2051,2949.3999,3881.1184,7375.2471,5361.855,2280.6445,-0.0009858409512803964,-0.0011637863703683623,-0.0157440005234398,81.48495315560939,,,0.0,
1.0,966.2874,1557.0929999999998,1737.3885,1297.9803,1442.6161,1936.2245,1586.9076,980.0226,1837.625,6679.2603,5923.4907,2933.2014,4084.7124,7351.4888,5029.1406,2266.0791,-0.00013144288838983731,-0.0032440363955354673,-0.011057215389911395,90.31634135444938,,,0.0,
