T1,T2
15.133,16.25
18.667,19.283
28.167,28.767
30.317,32.933
35.417,36.067
40.733,41.233
46.567,47.4
47.433,48.133
48.167,50.133
70.017,71.667
78.467,79.217
81.017,84.617
93.717,94.283
106.75,107.38
113.4,114.12
127.27,130.95
147.73,148.78
149.12,150.28
157.32,157.8
167.8,168.58
177.37,177.85
178.98,179.73
179.77,180.67
191.03,191.52
192.97,193.72
194.5,196.83
205.03,205.73
210.75,211.27
212.07,212.7
219.92,220.77
226.07,227.18
236.88,237.43
250.95,252.33
252.37,254.57
267.92,268.5
272.55,273.65
278.37,279
282.45,282.93
289.5,292.98
