T1,T2
4.2833,4.6833
22.767,22.983
27.45,27.883
38.883,39.117
42.133,42.567
61.867,62.133
63.517,63.917
65.467,65.85
68.083,68.317
75.767,76
96.267,96.633
103.05,103.43
105.43,105.58
109.98,110.2
111.92,112.37
117.6,118.03
122.92,123.38
138.38,138.7
154.95,155.17
163.3,163.58
164.43,164.78
168.9,169.13
172.98,173.32
174.5,174.68
189.48,189.75
200.98,201.2
208.4,208.58
215.4,215.58
217.52,217.83
222.03,222.28
224.42,224.62
230.75,231.12
234.08,234.48
243.28,243.48
258.35,258.72
297.67,298.02
299.2,299.48
