T1,T2
5.2,5.4667
7.85,8.0667
11.483,11.717
17.85,18.1
21.167,21.417
26.333,26.517
27.9,28.1
30.367,30.767
34.85,35.267
38.8,39
46.783,47.167
51.4,51.583
55.333,55.55
56.95,57.267
59.433,59.733
65.517,65.817
72.15,72.633
80.467,80.883
92.833,93
105.08,105.55
107.13,107.35
118.35,118.58
122.37,122.57
133.02,133.27
145.18,145.33
146.6,147.02
148.87,149.08
151.77,152.12
157.33,157.67
164.07,164.3
167.03,167.25
169.18,169.5
171.55,171.88
190.23,190.63
192.1,192.28
197.77,198.2
202.32,202.5
220.68,220.97
221.7,221.95
230.77,231.03
232.57,232.92
240.27,240.38
253.13,253.52
256.18,256.5
268.08,268.37
285.18,285.58
292.07,292.33
293.78,294.23
297.6,297.93
