Time,xpos,ypos,ForVel,AngVel,LatVel,Motion,Heading,ForVel_Conv,AngVel_Conv,LatVel_Conv,Motion_Conv,G2_Red,G3_Red,G4_Red,G5_Red,G2_Green,G3_Green,G4_Green,G5_Green,G2_avg,G3_avg,G4_avg,G5_avg
0,0.0472282297446055,-0.0533053755602154,0.0178985984389319,0.0506293199458666,0.0156745915572941,0.0603251761452163,1.75902288744211,0.00208228231285667,0.00520133639681902,0.00246137240818514,0.00660284110402927,1361.1957,1587.4343,1512.9016,1049.7833,1194.5262,1380.7026,1343.1722,675.9519,0.877556548261209,0.869769917406976,0.887812003107142,0.643896602279728
0.1,0.132327449440109,-0.117104904137612,0.0273954516656923,0.0384370492411671,0.0104898730163683,0.0555999578404636,2.83104693904406,0.01581191156629,0.0388105050275803,0.0118940078452076,0.0479188844783452,1396.1606,1610.022,1546.9395,1040.5942,1204.6946,1428.3739,1320.0161,695.9006,0.862862481579841,0.887176634853437,0.853308161049608,0.668753102794538
0.2,0.261276308548824,-0.196506313862899,0.0229700891553903,-0.00614822288040043,-6.08524014564999e-05,0.0362951066401764,2.75436519316395,0.0535746567516752,0.0988008913397783,0.028882653052674,0.133904293868262,1410.1487,1589.8745,1511.7043,1051.3068,1234.8219,1396.2421,1317.1002,661.8779,0.875667863963566,0.878209003289253,0.871268408775446,0.629576352022074
0.3,0.371129441865944,-0.209422993754884,0.0198418043405133,-0.021666188931309,-0.000840446923613044,0.0392820271214995,2.86412308620362,0.100893126169447,0.125089255936387,0.0366396070506244,0.225411601022766,1407.0585,1585.7026,1518.7397,1051.2109,1168.9771,1392.3091,1376.115,683.2684,0.830794952732953,0.878039236361219,0.906090095623365,0.649982225260412
0.4,0.455591140014394,-0.257238168619373,0.0185262773683499,0.0110071340714321,0.00610700450405556,0.037715930193632,2.87429025614746,0.145922239685712,0.117632037186377,0.0386577466312405,0.316774890488636,1409.3054,1583.2123,1528.0706,1034.5262,1222.506,1382.9698,1373.1466,680.8416,0.867452860111087,0.873521384339927,0.898614632072628,0.65811924337924
0.5,0.557235204740256,-0.275667421607427,0.0136078645378078,0.00809488388856663,-0.00548944884238525,0.0303388516536714,2.78510911554981,0.188441968697858,0.120558400461724,0.0413630150763985,0.404058262233514,1409.0995,1586.9266,1512.2769,1068.1597,1209.5776,1366.2472,1440.9673,693.631,0.858404676177942,0.860939125981,0.952846201644686,0.649370126957608
0.6,0.644625742754206,-0.24385996007681,0.00920797997243216,-0.0422468076910905,-0.0124100241050803,0.0483068004454599,2.89002914325002,0.224986404694938,0.12248080168093,0.0339554152992893,0.480918541934669,1394.8639,1602.1549,1529.827,1042.481,1174.3032,1368.6135,1526.9016,707.2409,0.841876544371103,0.854232945890563,0.99808775763534,0.678420901675906
0.7,0.747382844188113,-0.181129645471967,0.0175248302670032,-0.0757480841137746,-0.00129085450691979,0.0835439076351459,-0.894170969560693,0.253406711292882,0.0652493827271988,0.0133946617935063,0.574163214941772,1405.4213,1581.0604,1515.3569,1038.7308,1146.3464,1387.4868,1605.6055,706.7939,0.815660329041548,0.877567232725581,1.05955600294558,0.680439917637948
0.8,0.872490198861823,-0.215039649687882,0.0139655141152674,-0.0207952810090097,0.0152912878339466,0.043870693294071,-2.6947178071404,0.281170447815977,-0.0548757604019163,0.000700359580188999,0.701953784127813,1404.1765,1610.4971,1538.5535,1048.9199,1137.3022,1383.2507,1635.833,685.8379,0.809942482301904,0.85889673443063,1.06322789555254,0.653851547672992
0.9,0.918571130626364,-0.233489345172984,0.00263722974555634,0.0291908682135692,0.00194170318890017,0.0319738507216217,-2.76490044012476,0.301515800406942,-0.149255670827266,0.00772057780499893,0.80915742183917,1387.9071,1575.6885,1519.845,1028.8359,1162.2377,1358.3813,1642.3845,701.7979,0.837403094198452,0.862087462084035,1.08062631386753,0.682128121695598
1,0.969689679670989,-0.19738534261003,0.0133971052559777,0.00733153496425596,-0.00448774182439666,0.0322373817555102,-2.89083789865295,0.309001555529842,-0.171511104122396,0.0125167252457812,0.8814255092737,1400.9131,1601.7415,1522.7709,1045.8666,1186.7683,1393.7607,1623.6674,694.6528,0.847139126616776,0.870153329984895,1.06625848970452,0.664188721582657
1.1,1.05778607354382,-0.138875366775697,0.0228698143494279,-0.0259388782233689,-0.00745499842230042,0.0456794025195441,-2.80329812392772,0.318004436838387,-0.171683243675125,0.0092545576517237,0.930797463312885,1400.2983,1550.9031,1524.167,1041.0481,1173.9885,1349.9454,1589.3784,681.2777,0.838384578485884,0.870425367000685,1.0427849441695,0.654415199451399
1.2,1.16354255605976,-0.023612179767694,0.0262230330952865,-0.0502210124536812,-0.00921540043870528,0.0609918927504933,-2.54788283196731,0.337464510241353,-0.20070387525672,-0.00199085432492107,0.981922118735636,1375.9797,1597.1675,1527.4041,1036.6063,1118.8481,1366.4609,1633.7932,693.6908,0.81312834775106,0.855552658064981,1.0696535383138,0.669194080722836
