T1,T2
6.5667,6.9167
12.15,12.533
20.517,20.817
21.9,22.3
30.683,31.067
43.717,43.933
47.383,47.85
51,51.3
55.417,55.833
56.583,57.05
60.483,60.75
67.667,67.967
69.95,70.333
73.583,73.95
77.25,77.483
85.25,85.483
87.55,87.8
95.75,96.133
100.77,101.02
107.55,107.73
115.07,115.52
118.63,119.03
131.22,131.57
138.73,138.97
142.78,143.25
153.97,154.23
162.1,162.43
170.38,170.75
174.57,174.83
176.7,176.97
187.93,188.18
201.15,201.4
203.75,204.12
212.53,213.02
217.15,217.47
221.37,221.58
221.95,222.43
223.53,223.95
227.37,227.72
229,229.43
229.92,230.22
238.3,238.6
253.52,253.77
260,260.28
264.43,264.77
267.28,267.47
275.67,275.97
282.58,282.97
286.85,287.23
