T1
11.45
23.1
38.983
57.15
73.383
81.917
91.767
102.03
110.75
118.87
127.77
137.37
147.1
156.02
166.1
176.48
185.32
194.85
203.33
213.42
222.05
230.98
240.45
252.23
260.63
270.12
278.23
