T1,T2
5.4167,5.7667
6.6833,17.783
18.333,29.75
32.083,34.85
38.8,43.267
44.683,52.033
53.25,55.433
56.017,56.05
56.65,60.783
62.817,62.85
63.45,65.017
66.5,74.4
74.983,75.467
75.95,78.317
78.917,79.8
80.4,85.05
87.217,90.55
91.4,92.183
92.933,96.733
97.233,99.25
101.37,104.2
105.22,108.22
109.73,120.05
122.18,127.98
128.52,128.55
129.03,130.5
131.57,138.42
139.5,140.43
141.02,142.9
144.95,144.98
145.58,150.93
153.12,163.4
164.08,164.35
165.88,170.18
170.92,172.5
173.68,180.85
182.07,192.05
192.65,193.03
194.05,195.57
196.7,196.73
198.18,198.37
198.85,199.32
200.6,209.53
212.13,213.07
213.65,226.42
228.58,232.75
233.37,234.38
236.25,237.77
239.18,239.22
243.4,256.98
257.58,260.82
262.33,264.03
264.73,265.3
266.07,266.1
267.02,267.47
268.47,272.13
272.75,273.17
273.85,275.38
276.4,277.32
278.17,283.25
283.8,283.83
284.48,290.55
291.18,294.22
294.98,298
298.98,300.62
