T1,T2
8.6167,8.9
10.983,11.267
16,16.15
16.767,17.117
21.35,21.6
24.1,24.417
24.15,24.417
41.633,41.917
46.217,46.5
49.667,49.883
57.033,57.417
58.167,58.433
59.683,59.95
81.017,81.4
84.1,84.35
110.63,111.08
112.18,112.58
114.77,115.2
116.33,116.75
118.75,119.07
132.42,132.7
133.72,133.93
135.53,135.8
145.97,146.25
148.33,148.78
157.48,157.78
158.6,159.08
160,160.37
161.78,162.07
176.38,176.83
179.85,180.12
185.32,185.73
187.53,187.85
190.63,190.97
204.43,204.67
216.07,216.52
222.4,222.83
224.07,224.48
225.15,225.42
245.57,245.97
248.23,248.5
249.63,250.08
255.47,255.83
280.6,280.9
281.98,282.22
286.27,286.53
288.78,289.2
289.88,290.25
