0,0.6875,0.90884,1.5284,0.56529
0.10037,0.62386,0.89615,1.5482,0.60044
0.20075,0.61739,0.95091,1.51,0.59687
0.30112,0.58231,1.0103,1.4856,0.63213
0.4015,0.54795,1.0521,1.4711,0.61954
0.50187,0.545,1.0303,1.421,0.60679
0.60225,0.55071,0.99938,1.351,0.61499
0.7026,0.53717,0.97673,1.3207,0.63488
0.803,0.53728,0.98678,1.3153,0.64518
0.9034,0.53832,0.93171,1.2658,0.63916
1.0037,0.57158,0.93807,1.2341,0.62114
1.1041,0.60987,0.95016,1.2009,0.62842
1.2045,0.60445,0.96499,1.1589,0.61094
1.3049,0.58053,0.99687,1.1019,0.57899
1.4052,0.55254,0.97947,1.1239,0.60831
1.5056,0.53427,0.97289,1.1491,0.59234
1.606,0.58112,1.0061,1.1378,0.57425
1.7064,0.63194,1.0192,1.0865,0.57409
1.8067,0.62749,1.0024,1.0631,0.56726
1.9071,0.61694,0.9844,1.0563,0.5437
2.0075,0.59045,0.94876,1.0865,0.54203
2.1079,0.58657,0.92788,1.1141,0.55637
2.2082,0.5729,0.9031,1.1598,0.55625
2.3086,0.57514,0.91094,1.1361,0.55274
2.409,0.59026,0.92028,1.1222,0.55868
2.5094,0.59055,0.9576,1.0986,0.55536
2.6097,0.60534,0.9783,1.0821,0.56054
2.7101,0.62849,0.95327,1.0718,0.55263
2.8105,0.60252,0.94426,1.0368,0.60065
2.9109,0.60512,0.95333,1.0358,0.57916
3.0112,0.57863,0.91378,1.0254,0.58886
3.1116,0.58741,0.88281,1.0135,0.56644
3.212,0.58907,0.86752,0.98856,0.54217
3.3124,0.62504,0.90185,0.95638,0.58967
3.4127,0.63688,0.9356,0.95315,0.5567
3.5131,0.66841,0.9338,0.94481,0.58753
3.6135,0.6596,0.93503,0.96858,0.58114
3.7139,0.65772,0.9023,0.98901,0.57826
3.8142,0.62592,0.90732,0.99944,0.57376
3.9146,0.61201,0.90438,1.0205,0.59493
4.015,0.60312,0.8884,1.0338,0.56844
4.1154,0.60293,0.87595,1.05,0.55302
4.2157,0.63637,0.92528,1.0116,0.55538
4.3161,0.68111,0.93264,0.99992,0.54236
4.4165,0.67231,0.89501,1.0043,0.53251
4.5169,0.73086,0.95484,1.0203,0.49614
4.6172,0.73922,0.97381,1.0412,0.53419
4.7176,0.71611,0.94694,1.0382,0.50763
4.818,0.66746,0.91263,1.0613,0.49451
4.9184,0.68802,0.89004,1.0385,0.47945
5.0187,0.67031,0.85501,1.0292,0.4722
5.1191,0.69022,0.84291,0.98984,0.50013
5.2195,0.71491,0.8048,1.0155,0.50481
5.3198,0.71601,0.83133,0.9875,0.48212
5.4202,0.71414,0.8448,0.95632,0.47704
5.5206,0.7547,0.85447,0.98355,0.48505
5.621,0.75332,0.86886,1.0335,0.46802
5.7213,0.75585,0.83498,1.0606,0.48533
5.8217,0.72327,0.83207,1.0797,0.48568
5.9221,0.66562,0.76734,1.0845,0.49844
6.0225,0.71245,0.75058,1.062,0.46828
6.1228,0.70578,0.70901,1.035,0.50363
