T1,T2
0,7.4331
8.3164,8.3498
9.8831,43.282
43.865,47.049
48.749,56.748
57.332,58.548
59.248,63.132
63.782,63.848
65.465,65.515
68.415,68.548
69.065,69.131
69.848,91.697
92.364,94.164
99.047,105.63
106.65,109.41
109.9,113.28
114.51,114.55
116.1,134.38
136.36,151.56
152.55,163.43
165.98,169.21
169.88,180.66
181.31,183.23
185.66,186.88
188.66,204.19
204.69,211.06
211.71,217.64
218.39,220.33
221.29,227.06
227.64,240.19
241.09,241.73
242.58,243.69
244.43,255.66
256.63,259.74
260.36,266.29
267.16,267.66
268.24,270.66
272.23,281.99
283.06,284.34
285.26,285.29
287.33,296.24
296.79,300.01
