T1,T2
11.016,11.45
19.033,19.349
22.399,22.633
38.132,38.382
39.332,39.799
74.948,75.165
79.648,80.031
80.981,81.281
86.564,86.781
100.53,100.93
116.35,116.61
120.45,120.76
121.3,121.73
139.43,139.81
143.6,144.05
145.71,146.08
162.03,162.25
192.53,192.86
197.34,197.81
199.89,200.21
205.03,205.24
209.18,209.48
212.31,212.53
213.61,213.96
221.81,222.24
231.46,231.74
233.56,233.81
237.49,237.74
249.06,249.41
250.29,250.54
261.23,261.59
262.48,262.76
263.51,263.96
274.69,275.16
276.03,276.41
277.56,277.71
279.66,279.89
295.66,295.96
