T1,T2
11.55,11.833
15.233,15.5
20.033,20.45
26.2,26.567
28.267,28.7
30.95,31.25
41.233,41.517
42.283,42.567
77.8,78.183
83.383,83.65
88.083,88.3
93.5,93.7
100.65,101.07
101.82,102.1
104.92,105.28
111.12,111.27
114.67,114.98
116.38,116.8
127.82,128.05
132.42,132.65
133.5,133.75
134.58,134.8
142.03,142.23
142.72,143.07
144.3,144.55
147.65,147.82
149.02,149.27
149.95,150.43
152.3,152.58
162.93,163.22
166.03,166.2
167.02,167.22
168.2,168.58
169.52,169.8
171.37,171.58
182.75,183.03
184.4,184.7
190.6,190.98
196.95,197.27
199.77,200
211.93,212.35
219.27,219.53
222.58,222.8
225.18,225.55
249.35,249.72
279.27,279.52
290.3,290.7
