T1,T2
5.8833,6.2
6.75,7.0333
9.7333,10
14.733,15.033
17.217,17.433
18.433,18.767
23.033,23.4
42.133,42.417
47.717,48.017
49.667,50.133
57.983,58.417
68.2,68.5
74,74.483
76.267,76.583
103.6,103.92
110.32,110.67
113.2,113.53
115.57,115.97
116.98,117.3
120.9,121.23
129.97,130.42
140.02,140.35
150.5,150.87
152.13,152.5
168.65,168.93
176.05,176.28
182.03,182.37
187.53,187.93
192.27,192.6
195.95,196.33
205.77,206.1
208.7,209.15
209.85,210.22
211.73,212.03
217.6,217.97
219.38,219.75
221.78,222.02
228.47,228.85
230.18,230.58
235.65,235.92
241.67,241.98
244.63,244.92
253.38,253.78
257.23,257.47
262.55,262.92
264.32,264.73
265.73,266.03
278.8,279.1
280.38,280.8
283.1,283.38
286.17,286.53
288.23,288.52
292.02,292.32
296.27,296.55
