Pulse,Trial,On,Off,Include,G2_neg10_0,G2_neg10_0_mv,G3_neg10_0,G3_neg10_0_mv,G4_neg10_0,G4_neg10_0_mv,G5_neg10_0,G5_neg10_0_mv,d_G2_1_4,d_G2_1_4_mv,d_G3_1_4,d_G3_1_4_mv,d_G4_1_4,d_G4_1_4_mv,d_G5_1_4,d_G5_1_4_mv,d_h_1_4,d_h_1_4_mv,d_h_7_10,d_h_7_10_mv,d_v_1_4,d_v_1_4_mv,d_v_7_10,d_v_7_10_mv,h_neg10_0,h_neg10_0_mv,v_neg10_0,v_neg10_0_mv,x_c_1,x_c_2,x_c_3,x_c_4,y_c
0,20180131.Fly1.2,60,70,Include,0.6419493814432988,0.6419493814432988,0.6902150515463918,0.6902150515463918,0.768931237113402,0.768931237113402,0.48741030927835055,0.48741030927835055,-0.14282805481820898,-0.14282805481820898,-0.03227262502677369,-0.03227262502677369,0.08168059750359079,0.08168059750359079,0.16773210543978848,0.16773210543978848,-0.43590962936507993,-0.43590962936507993,0.586158116587302,0.586158116587302,-0.0077933227108730255,-0.0077933227108730255,0.011611782384365076,0.011611782384365076,1.570848708809524,1.570848708809524,0.022640669766428576,0.022640669766428576,-1.3684794225028816,0.9365744631853428,-0.6506092184129306,-1.481456165993474,-1.6367682629760756
1,20180131.Fly1.2,100,110,Include,0.6086332989690723,0.6086332989690723,0.6347120618556701,0.6347120618556701,0.8127125773195876,0.8127125773195876,0.5247717525773196,0.5247717525773196,0.27610610195373797,0.27610610195373797,-0.041413626905855004,-0.041413626905855004,-0.3139887143880643,-0.3139887143880643,-0.14358322237034732,-0.14358322237034732,0.6563144580571421,0.6563144580571421,0.8916231136126986,0.8916231136126986,-0.009917766212380955,-0.009917766212380955,-0.002351549951269842,-0.002351549951269842,0.7088976086095238,0.7088976086095238,0.020977814562380955,0.020977814562380955,-0.6954755414715409,1.4643558195544062,1.0996782978602346,-0.1926540301942638,1.9372263490996438
2,20180131.Fly1.2,140,150,Include,0.5818723000000001,0.5733202325581396,0.623612,0.6278112790697675,0.8307877,0.8421808139534883,0.5213110000000001,0.520229069767442,0.05527290794573663,0.05527290794573663,-0.12368944507517866,-0.12368944507517866,-0.10068302469875096,-0.10068302469875096,-0.03679803844964376,-0.03679803844964376,0.05416508492063432,0.05416508492063432,-0.025789311904762524,-0.025789311904762524,-0.0023917473884523845,-0.0023917473884523845,-0.004271389934484126,-0.004271389934484126,2.6959883595238097,2.6712190614617937,0.022189813102738095,0.024685961392718718,-0.6693826092152859,0.37534209671566504,-0.007873104119099883,2.0037728965991746,-1.4095582674022054
3,20180131.Fly1.2,180,190,Include,0.6073443157894737,0.6073443157894737,0.604125052631579,0.604125052631579,0.7430312631578949,0.7430312631578949,0.5396834736842104,0.5396834736842104,0.040674375695904305,0.054937764112616916,0.07002018403997201,0.06012518273886952,0.26826650962385407,0.24855752204080828,0.09633398498236043,0.0925208632392944,1.504015184729064,1.540810289115646,0.03636398730158641,0.03636398730158641,0.009084398992077174,0.017506412649829932,0.0014336878083333303,0.0014336878083333303,1.0826115476190479,1.0826115476190479,0.009871884901190477,0.009871884901190477,0.3840012939474587,-0.4460925263300745,0.46087423826704815,0.3975324634013318,2.156290670641469
4,20180131.Fly1.2,220,230,Exclude,0.613895,0.6152694318181817,0.59176,0.5943594318181818,0.8718767708333335,0.8717468181818183,0.5926963541666668,0.5943623863636365,0.02368483209669406,0.02368483209669406,0.23488294804199902,0.23488294804199902,0.026091105908147925,0.026091105908147925,0.0655113064675294,0.0655113064675294,-0.5928943191825404,-0.5928943191825404,0.6175815728809526,0.6175815728809526,0.011184159663492071,0.011184159663492071,-0.010946231321428572,-0.010946231321428572,1.6291586175952382,1.6373523017339549,0.013103782273809523,0.01459127651138716,-0.4565705851425018,0.0592470238069375,-2.3974814982566226,1.65175241633637,-2.195555290018525
5,20180120.Fly1.1,60,70,Include,0.8451183673469388,0.8451183673469388,1.213715306122449,1.213715306122449,1.2473693877551022,1.2473693877551022,0.659434081632653,0.659434081632653,0.22499873221478442,0.25149870872508445,-0.045142634229020255,-0.05344359241021616,-0.11660404508426743,-0.11180753529394188,-0.035350889925096655,-0.026404858250160403,0.9855956483888889,0.8028702817222223,0.49103793172222165,0.49103793172222165,-0.01224833788222221,-0.010725310988333327,-0.00045811234666667117,-0.00045811234666667117,0.808675107166667,0.808675107166667,0.04410512601333333,0.04410512601333333,-0.44909549992853987,1.8819503714964905,-1.4278590760812635,-1.2371699583884865,1.2208167279786437
6,20180120.Fly1.1,100,110,Exclude,1.0531835714285713,1.0531835714285713,1.3373846938775509,1.3373846938775509,1.1588757142857142,1.1588757142857142,0.727395306122449,0.727395306122449,-0.011105285991159211,-0.011105285991159211,0.02612210703650203,0.02612210703650203,0.012259829826856168,0.012259829826856168,0.006857381631281447,0.006857381631281447,0.2248230822067363,0.2248230822067363,1.4465546593495937,1.4465546593495937,0.005778851624274099,0.005778851624274099,-0.008751282613821139,-0.008751282613821139,0.8694453406504066,0.8694453406504066,0.0463734432804878,0.0463734432804878,-1.610622089423934,2.299003676712803,1.0303648430467416,-0.8530454310365585,-0.765695700620511
7,20180120.Fly1.1,140,150,Include,1.0234276288659792,1.0234276288659792,1.4291154639175254,1.4291154639175254,1.249250824742268,1.249250824742268,0.839698556701031,0.839698556701031,0.012914626863729635,0.012914626863729635,-0.005116283742237711,-0.005116283742237711,-0.028350095590395384,-0.028350095590395384,-0.021289872510659228,-0.021289872510659228,-0.42698781381746065,-0.42698781381746065,-0.18143063810317384,-0.18143063810317384,0.011283784187301575,0.011283784187301575,0.0014415882428571378,0.0014415882428571378,1.004962282547619,1.004962282547619,0.048175357923809524,0.048175357923809524,1.58690592380841,-1.2644063130762366,-2.6655909620395777,-0.37780570602552693,-1.484766679272893
8,20180120.Fly1.1,180,190,Include,1.0420348958333332,1.0420348958333332,1.5684833333333337,1.5684833333333337,1.6451750000000003,1.6451750000000003,0.8797920833333334,0.8797920833333334,0.1777020823139023,0.1777020823139023,-0.02435898798202102,-0.02435898798202102,-0.2034423896140737,-0.2034423896140737,-0.06864244913926144,-0.06864244913926144,0.9227392888730152,0.9227392888730152,1.2355743777619055,1.2355743777619055,-0.005225741165079345,-0.005225741165079345,0.005505279396031758,0.005505279396031758,0.5940654722380952,0.5940654722380952,0.04682177344285712,0.04682177344285712,-1.136337066201237,-0.024185647178280235,1.393004421198926,0.17833393760811145,0.5908461916684173
9,20180120.Fly1.1,220,230,Include,1.140093469387755,1.1310775000000002,1.4982051020408165,1.4936357142857142,1.4692946938775513,1.4757985714285713,0.8878442857142858,0.8895315476190475,-0.2044745824038533,-0.2044745824038533,-0.11183598958562363,-0.11183598958562363,0.18690104488510592,0.18690104488510592,0.18173291386419152,0.18173291386419152,-0.5385589854206347,-0.5385589854206347,-0.5063197131190477,-0.5063197131190477,0.01439830783603175,0.01439830783603175,0.007801605502698407,0.007801605502698407,0.9714136814523809,0.8278951722314506,0.04685887438619048,0.04677447312347731,0.7841199113446158,-1.1252306518819026,-0.5249528381542321,0.8383527532567308,-2.21005482278401
