Pulse,Trial,On,Off,Include,G2_neg10_0,G2_neg10_0_mv,G3_neg10_0,G3_neg10_0_mv,G4_neg10_0,G4_neg10_0_mv,G5_neg10_0,G5_neg10_0_mv,d_G2_1_4,d_G2_1_4_mv,d_G3_1_4,d_G3_1_4_mv,d_G4_1_4,d_G4_1_4_mv,d_G5_1_4,d_G5_1_4_mv,d_h_1_4,d_h_1_4_mv,d_h_7_10,d_h_7_10_mv,d_v_1_4,d_v_1_4_mv,d_v_7_10,d_v_7_10_mv,h_neg10_0,h_neg10_0_mv,v_neg10_0,v_neg10_0_mv,x_c_1,x_c_2,x_c_3,x_c_4,y_c
0,20170201.Fly2.2,90,100,Include,1.9455193042625294,1.9455193042625294,1.9737287982613991,1.9737287982613991,2.376912618397646,2.376912618397646,1.1466534334512197,1.1466534334512197,-0.4036021898450203,-0.4036021898450203,-0.07112622181473655,-0.07112622181473655,0.6506374382179708,0.6506374382179708,0.3943570470630865,0.3943570470630865,0.17302213711111103,0.17302213711111103,-0.2672883506666669,-0.2672883506666669,0.013507535702202138,0.013507535702202138,0.00504495858284143,0.00504495858284143,0.8011409573333335,0.8011409573333335,0.026414659429615225,0.026414659429615225,-0.3676163791880776,-0.26857941873030367,-0.05324857247314963,0.1309517420657293,-1.0609116254412596
1,20170428.Fly1.7,90,100,Include,2.4944391113472153,2.5641676315680972,3.1521431620980462,3.1896186455422795,3.654543600034631,3.6450388458095424,2.3415682438736,2.3361571825259193,-0.32261415487324885,-0.2933710684495958,-0.05727608829445621,-0.008757723323708808,0.38588451129010903,0.40831827383264013,0.0947822280681935,0.06829862841631909,0.1342608377888886,0.1485850209555552,-0.20121515843333337,-0.17788855133076925,0.002618361732180767,0.007994222075884433,0.003552516539135079,0.0045728452674182775,0.4016246171,0.4160463237547893,0.02036683516802257,0.023351687858139042,-0.17967974872676148,0.8412409328657757,-1.0356575005464532,0.20781632338188322,0.2610135828080553
2,20170428.Fly5.1,90,100,Exclude,1.2947941325138073,1.3710889207960506,1.3538671905436508,1.612904696571136,1.8853041228526217,2.058487557787785,0.7463609659703448,0.7432467987220215,-0.0928844079829416,,-0.054120406767866044,,0.29492713613996596,,0.2425461788714905,,-0.1367565927866667,,0.0909152289911111,0.0909152289911111,-0.0032833815614125845,,0.010593486267158047,0.010593486267158047,0.14774667812000003,0.18792825812765962,0.003347003933307551,0.00718824004144231,0.6979736333662409,0.6233382028031844,-0.0817587150523838,-0.2255067409217441,1.4951172591303048
3,20170310.Fly3.2,90,100,Include,0.8762562507095201,0.8619340657039679,0.8882557711529826,0.8906420420346699,1.2002198594309157,1.2160681264692066,0.688885030124133,0.690397870361348,0.13113824677711491,0.13113824677711491,0.03985325410924028,0.03985325410924028,0.44722814140096956,0.44722814140096956,0.08168009063201394,0.08168009063201394,0.7247744041588888,0.7247744041588888,0.3993608888255555,0.3218491825331579,0.003271307338148975,0.003271307338148975,-0.02553149293378526,-0.00793702009321743,0.33497237606333335,0.33333855490681,0.06118043451653745,0.06576655339182362,0.5894494890524358,0.7412414262146737,-1.304425186674771,-1.5396282163809523,0.7321466917629069
4,20170428.Fly5.2,90,100,Include,1.5102083863670719,1.6702808029825547,1.5216686051434039,1.788601647349763,2.484483882153433,2.601096392672241,1.1060357487449395,1.0497584979916403,0.0999434669459463,0.2297789159005821,0.043007444756573476,0.21701866555577476,0.12182033861435343,0.16113641102379672,0.19099940292115644,0.12737208540874023,0.21103915372222226,0.3835319481666667,0.5087425314999998,0.5714940106666664,-0.0023306590294610717,-0.0018065967843665012,0.0033800953819778114,0.008239872409299345,0.2050934685,0.20481243399999996,0.002890666915723828,0.011428119995664211,-0.1865364658114198,-2.039254925041498,0.5154718683480156,-1.0624408125263938,-1.1885489730961163
5,20170331.Fly1.2,90,100,Include,1.5410907245932575,1.5387975463876145,1.7600341663424197,1.810017687375134,2.034789265438,2.097809157573859,0.9952572018442929,0.9917135848465396,0.3845946962472236,0.3845946962472236,0.18173855913533749,0.18173855913533749,-0.15719010942065978,-0.15719010942065978,-0.005648814153491181,-0.005648814153491181,-0.24840744218888872,-0.24840744218888872,-0.17712026252222224,-0.18575459282873563,0.003978961048434829,0.003978961048434829,0.006623452194114362,0.007074357028928141,0.5982046836333332,0.6774486630681817,0.009326906679905642,0.010620333720095661,-0.056086261001774586,1.2443083250711162,-0.7554518188965763,-1.3834626514855,1.8617766834511627
6,20170310.Fly3.1,90,100,Exclude,0.795913388516523,0.795913388516523,0.8600326073633339,0.8600326073633339,1.3608857436266144,1.3608857436266144,0.5548898539646199,0.5548898539646199,-0.1250064356863584,-0.1250064356863584,0.036979070714673656,0.036979070714673656,0.30915785417758895,0.30915785417758895,0.0773237206339582,0.0773237206339582,-0.5943385347222223,-0.5943385347222223,-0.3600376421666669,-0.3600376421666669,0.0008064096679290048,0.0008064096679290048,-0.007221298986327798,-0.007221298986327798,1.3352767805,1.3352767805,0.048816857955659154,0.048816857955659154,1.0764938288814685,-1.76022785566708,-0.3783532594020077,-1.3923346082971015,-1.015867559914928
7,20170428.Fly2.1,90,100,Exclude,1.3826242468527368,1.3826242468527368,1.3487692288090127,1.3487692288090127,1.19696747814153,1.19696747814153,0.6736939194748817,0.6736939194748817,-0.37552891653462694,-0.37552891653462694,-0.05958488480845504,-0.05958488480845504,1.633447336970992,1.633447336970992,0.9507500524430322,0.9507500524430322,-1.153435165888889,-1.153435165888889,-1.234900644888889,-1.234900644888889,0.04303185921248964,0.04303185921248964,0.02621040658776254,0.02621040658776254,1.3651464366666668,1.3651464366666668,0.03782646032486728,0.03782646032486728,1.7203559284578174,-0.5650972448899869,0.1031024942828605,-0.4791356678563626,1.8633377726076699
8,20170131.Fly1.1,90,100,Include,1.7075699792349512,1.7197875534330225,1.6984738698261799,1.7091025241880984,2.0707496368925447,2.055242296898828,1.015571106314828,1.0052133976217823,-0.07756416770186075,-0.08821042155223235,-0.05001759677807969,-0.04441173417249702,0.2542244213713364,0.31431639226388686,0.13259875773362162,0.14560515796919932,0.3598092521866666,0.36876123113403503,0.7126392966311108,0.7271124855200006,0.004757717019015001,0.014749179807836273,-0.00960314589618146,0.004658348214421336,0.4090486811466667,0.4309464322531646,0.01467637831651976,0.018360872351369965,-0.4392357574097899,-0.6704728996716726,0.5903974316517927,1.051426735866986,-2.1590654828199938
9,20170131.Fly2.1,90,100,Include,1.4105262350839354,1.4313252336203912,1.89159050551257,1.8827508605701597,2.195023721121776,2.186487004352276,1.086421701344053,1.0824787369931994,0.10050375382517361,0.10050375382517361,-0.1424545939130239,-0.1424545939130239,0.09354517260591677,0.09354517260591677,0.03963790631116772,0.03963790631116772,-0.6148194232666666,-0.6148194232666666,0.7259573708111111,0.7259573708111111,0.007772884105240997,0.007772884105240997,-0.014507367748740278,-0.014507367748740278,0.8243699936333333,0.8481281055789474,0.03575355937805344,0.037675781616418956,-0.8567075087970117,0.021839012731486213,-0.1968648635188005,-0.6086783901292485,-2.1979723679998524
