T1,T2
1.5833,3.95
7.5167,9.65
10.633,15.167
15.817,19.067
20.533,21.467
22.233,23.383
27.6,30.267
30.933,34.15
37.583,41.95
42.767,45.7
46.217,47.433
48.4,53.5
54.017,54.25
59.15,60.85
61.683,63.233
67.85,69.45
70.267,72.15
72.767,73.517
74.467,76.15
77.767,79.117
82.417,82.45
84.083,84.117
84.817,86.317
87.4,90.617
99.383,101.03
101.77,103.72
104.28,104.32
104.98,106.95
108.77,109.22
109.8,112.5
113.38,115.68
116.63,118.18
118.97,120.7
121.32,122.93
124.85,125.82
131.3,133.65
135.15,137.7
141.55,145.07
146.3,147.93
152.82,157.52
158.48,160.47
161.38,165.55
167.78,170.3
171.85,173.18
175.17,176.65
179.13,186.57
187.72,189
189.87,190.58
191.12,194.25
195.3,195.33
199.35,202.52
204.12,205.32
206.08,206.87
209.08,209.12
209.93,214.28
215.93,217.1
217.63,217.68
218.33,219.33
225.05,228.67
229.38,231.97
232.92,234.62
235.13,238.43
239.2,240.47
241.1,242.5
243.1,245.25
249.02,251.75
252.83,252.87
253.72,256.37
263.4,266.77
267.43,267.62
268.13,271.5
272,272.03
273.6,275.03
275.87,277.45
278.08,278.58
279.52,280.88
283.68,286.73
287.48,293.52
294.15,297.23
298.28,298.32
