Start,Stop
0,10.817
11.483,14.7
16.2,22.15
31.3,31.433
35.133,38.467
41.017,47.6
49.35,49.383
50.317,66.1
66.85,78.333
78.967,89.6
91.033,91.067
91.7,98.867
99.433,106.97
108.48,113.38
114.02,116.37
117.18,117.88
121.9,121.93
122.53,122.92
123.45,123.48
126.47,126.98
128.35,129
133.33,133.52
134.03,136.05
137.1,137.32
138,141.53
142.38,158.6
159.57,167
169.08,177.38
178.28,179.98
180.9,191.53
192.53,197.45
199.12,199.23
201.1,202.7
203.7,203.83
204.32,217.77
219,223.78
224.27,229.2
229.73,236.13
236.7,240.83
241.42,247.12
247.72,247.75
252.15,260.2
260.77,266.18
266.88,273.58
274.67,279.67
283.17,283.2
284.05,295.25
296.22,299.82
300.62,301.9
