T1,T2
10.667,10.967
12.233,12.45
28.117,28.583
35.567,36.017
43.367,43.617
46.783,47.117
49.067,49.267
53.317,53.5
68.683,68.9
79.8,80.05
86.4,86.583
93.867,94.233
99.683,100.15
120.23,120.67
124.1,124.47
131.35,131.63
140.72,141.17
151.22,151.43
164.75,165.18
173.95,174.27
182.38,182.7
192.93,193.2
193.9,194.27
195.73,196.08
196.92,197.4
208.75,209.02
210.33,210.48
211.22,211.7
220.02,220.23
231.03,231.37
232.13,232.6
233.48,233.7
262.2,262.6
264.23,264.42
277.08,277.33
278.72,279.1
289.02,289.37
291.95,292.22
293.63,293.83
298.55,298.93
