Time,xpos,ypos,ForVel,AngVel,LatVel,Motion,Heading,ForVel_Conv,AngVel_Conv,LatVel_Conv,Motion_Conv,G2_Red_R,G3_Red_R,G4_Red_R,G5_Red_R,G2_Red_L,G3_Red_L,G4_Red_L,G5_Red_L,G2_Green_R,G3_Green_R,G4_Green,G5_Green_R,G2_Green_L,G3_Green_L,G4_Green_L,G5_Green_L,G2_R,G3_R,G4_R,G5_R,G2_L,G3_L,G4_L,G5_L,G2_avg,G3_avg,G4_avg,G5_avg
0,-0.0127521589370601,0.00679168413737994,0.000550119979056744,0.0023132935171849,0.00405658787045296,0.0102478927262183,-1.84228177743325,3.06920842366817e-05,-0.000305404926057196,0.000199330517855521,0.00163446255490303,1176.9629,1453.1477,1367.0208,898.9242,999.6927,1305.8621,1262.6149,818.9335,1088.0165,2156.7332,3548.574,961.91,935.2328,1304.4913,2793.3379,845.7597,0.924427184578205,1.48418030734247,2.59584492057473,1.0700679768105,0.935520285383698,0.998950272008047,2.21234352612186,1.03275748275043,0.929973734980952,1.24156528967526,2.40409422334829,1.05141272978047
0.1,-0.0508751082025002,-0.00462580509085569,0.00947919582788152,0.0109568843790237,0.012322996343195,0.0210406368160313,-1.86587800853005,0.000921723456387397,0.00111237538739252,0.00325509660651772,0.00880818656171225,1319.4583,1579.7875,1514.2439,1020.9323,1149.8175,1431.7196,1392.726,892.5203,1221.821,2443.0894,3916.7456,980.0981,1051.2129,1548.1042,3010.1157,880.5841,0.926001981267616,1.54646710396177,2.58660153757265,0.960003028604345,0.914243260343489,1.08129007942617,2.16131220354901,0.986626410626179,0.920122620805552,1.31387859169397,2.37395687056083,0.973314719615262
0.2,-0.178452522117145,-0.117235272484011,0.0362223546142411,0.0212296620129436,0.00640938325347464,0.0505606136099502,-1.97055217310885,0.0167506600793989,0.0147770167407466,0.0192601410473827,0.0418698482385913,1390.6835,1590.2466,1512.275,1022.905,1165.1608,1358.3719,1360.8245,896.3817,1241.011,2576.7417,3800.0906,1037.2113,1050.9807,1628.1981,2985.7505,896.2856,0.892374864589966,1.62034095844003,2.51283040452299,1.0139859517746,0.90200485632541,1.1986394153177,2.19407462167238,0.999892791207139,0.897189860457688,1.40949018687887,2.35345251309768,1.00693937149087
0.3,-0.2661811617786,-0.381195655157978,0.0492520276098418,0.00736714360310907,-0.0203361650892256,0.0596329491116165,-2.06872917443048,0.069752712804455,0.0469431301559204,0.0350672352714554,0.120678761808995,1316.6019,1657.8311,1528.871,947.4813,1088.3085,1423.5435,1372.351,943.4418,1301.3767,2717.677,3671.3777,1034.7229,1074.8789,1565.9432,2943.5032,914.3734,0.988435988129745,1.63929666900325,2.40136525579987,1.09207738453519,0.987660116593778,1.10003185712274,2.14486177370075,0.969188984418541,0.988048052361762,1.369664263063,2.27311351475031,1.03063318447686
0.4,-0.319965889398656,-0.703938346145045,0.047749011753974,-0.00987090070926586,-0.0293651366521053,0.0645501009993316,-2.0556836616588,0.160594560802864,0.073658708729254,0.0263801902526879,0.236683512415235,1287.9951,1671.2263,1541.64,1066.9727,1115.9056,1381.0591,1321.2924,929.8688,1291.4656,2703.5366,3571.6687,1012.7321,1134.6052,1658.7068,2849.2229,898.4695,1.00269449782845,1.61769629881962,2.31679815002205,0.949164022659624,1.01675733144452,1.20103969482551,2.15639089424869,0.9662325480756,1.00972591463649,1.40936799682256,2.23659452213537,0.957698285367612
0.5,-0.222703154528411,-0.996510354855611,0.0362916307349247,-0.0547745219066829,-0.0478802687423719,0.0888707928615714,-1.8718802747688,0.266449368403521,0.0711297422475406,-0.011096241208719,0.377057395550709,1334.4827,1599.1317,1481.2512,1050.6593,1163.1279,1408.2863,1298.33,923.8641,1317.9982,2800.3613,3443.0532,1060.1921,1148.6946,1608.8378,2721.3306,910.1553,0.987647273359183,1.75117615390902,2.3244222181896,1.00907316006245,0.987590960546987,1.14240818788055,2.09602381520877,0.985161453941115,0.987619116953085,1.44679217089479,2.21022301669918,0.997117307001782
0.6,0.0349835293310331,-1.25051129532348,0.0447887372834348,-0.0789012760530451,-0.0415679026725013,0.100775380428303,-1.41963450747947,0.365516690247836,-0.00119771907642112,-0.0871196318257405,0.555271601422398,1322.8588,1702.288,1483.3264,1052.3246,1088.3221,1408.1726,1373.1072,915.902,1398.7937,2714.7864,3371.0012,1084.8685,1196.5754,1749.5736,2608.2246,921.2579,1.057402120317,1.59478678108522,2.27259570112148,1.03092572386885,1.09946807107932,1.24244258125744,1.89950544283797,1.00584767802669,1.07843509569816,1.41861468117133,2.08605057197972,1.01838670094777
0.7,0.291039854603344,-1.43212880962071,0.0372045480915268,-0.0554538766672343,-0.0213129715182871,0.0717009026303457,-1.02356600362546,0.463417447444376,-0.138223127306516,-0.179027714177259,0.760845474672508,1281.1887,1627.3464,1471.1589,1105.4773,1148.3892,1403.6095,1368.233,952.2421,1436.7395,2799.2285,3133.2634,1077.818,1185.7871,1815.139,2486.9167,921.6395,1.12141131122995,1.72011840871741,2.1297926417058,0.974979766658257,1.03256552743617,1.29319372660273,1.81761198567788,0.967862584525511,1.07698841933306,1.50665606766007,1.97370231369184,0.971421175591884
0.8,0.435292107154155,-1.55916053158221,0.0221243013294222,-0.0142408912443618,0.0027966964090913,0.0366465018618822,-0.842365910728686,0.550758048490909,-0.277488824241345,-0.251745366150671,0.94232808812833,1302.0159,1583.9894,1464.7317,980.3499,1140.3246,1455.131,1360.3834,978.9908,1445.787,2754.4707,3048.4187,1112.1305,1213.9398,1790.854,2321.8872,904.7126,1.11042192341891,1.73894515960776,2.08121303034542,1.1344220058573,1.06455635526937,1.23071668461465,1.70678883614722,0.924127785470507,1.08748913934414,1.4848309221112,1.89400093324632,1.0292748956639
0.9,0.445042980896855,-1.68677728690034,0.0109759868041416,0.0234357088079117,0.0189380527376195,0.0415873165645142,-0.883648645132431,0.611391263867249,-0.365585672148529,-0.281440050305844,1.06564722429326,1319.4613,1704.5494,1503.2897,1022.27,1122.2147,1423.7196,1363.3698,942.2486,1490.0609,2907.1711,2980.1748,1101.1284,1281.0391,1827.1356,2306.7249,934.7449,1.12929488723921,1.70553643091834,1.98243545472306,1.0771404814775,1.14152764172489,1.28335354798796,1.69192899828058,0.992036390396335,1.13541126448205,1.49444498945315,1.83718222650182,1.03458843593692
