T1,T2
0,14.316
15.083,24.466
24.982,37.698
38.365,49.414
54.298,77.713
84.096,88.479
108.5,113.43
122.61,139.43
140.13,146.38
149.59,154.11
154.68,164.33
165.03,174.14
174.76,188.09
189.06,247.52
248.19,266.12
266.82,291.55
292.39,300
