0,1.1898,1.6924,1.1663,0.977
0.1,1.2428,1.6699,1.1556,0.97994
0.2,1.2958,1.6473,1.145,0.98288
0.3,1.2902,1.6972,1.1999,0.9739
0.4,1.2843,1.7473,1.2549,0.96488
0.5,1.2618,1.724,1.2838,0.95889
0.6,1.2391,1.7003,1.3125,0.95292
0.7,1.2298,1.688,1.3353,0.97315
0.8,1.2207,1.6759,1.3582,0.9936
0.9,1.2224,1.686,1.337,0.98679
1,1.2242,1.6965,1.3153,0.97969
1.1,1.2576,1.6846,1.3099,0.95692
1.2,1.2915,1.6725,1.3047,0.93394
1.3,1.2926,1.6886,1.353,0.95623
1.4,1.2932,1.7052,1.4022,0.97932
1.5,1.2854,1.6602,1.3596,0.95513
1.6,1.2775,1.614,1.315,0.92997
1.7,1.306,1.5799,1.298,0.97116
1.8,1.3353,1.5461,1.2817,1.0138
1.9,1.3334,1.5409,1.2497,1.0054
2,1.3306,1.5364,1.2173,0.99571
2.1,1.3376,1.4962,1.1989,0.98253
2.2,1.3448,1.455,1.181,0.96925
2.3,1.3439,1.4538,1.1955,0.97676
2.4,1.3427,1.4538,1.211,0.98493
2.5,1.3403,1.4504,1.1911,0.99275
2.6,1.3378,1.4468,1.1699,1.0006
2.7,1.3463,1.4119,1.1723,0.98717
2.8,1.3553,1.3757,1.1757,0.97298
2.9,1.3382,1.3614,1.1534,0.951
3,1.3201,1.348,1.1301,0.9287
3.1,1.2763,1.3154,1.0956,0.94858
3.2,1.2314,1.2821,1.0606,0.97031
3.3,1.1991,1.251,1.0687,0.94409
3.4,1.1673,1.22,1.0788,0.91561
3.5,1.21,1.2016,1.0419,0.92548
3.6,1.2563,1.1838,1.0026,0.9373
3.7,1.2598,1.1852,0.99148,0.92479
3.8,1.2611,1.1876,0.98184,0.911
3.9,1.2386,1.1744,0.97265,0.93059
4,1.2148,1.1602,0.96347,0.95205
4.1,1.2132,1.14,0.98057,0.93045
4.2,1.2129,1.1195,0.99922,0.90629
4.3,1.1893,1.1223,1.0109,0.91406
4.4,1.1643,1.1267,1.0221,0.92384
4.5,1.1391,1.1079,1.0216,0.907
