T1,T2
3.3167,4.0833
9.0833,13.55
16.4,23.867
24.65,26.45
31.617,34.933
35.467,36.783
38.433,42.65
43.133,44.083
44.833,46
46.5,48.033
48.683,49.617
50.6,56.25
56.817,58.933
59.417,61.883
65.95,73.05
73.583,75.317
77.117,77.15
77.983,82.733
83.4,88.733
89.25,89.8
90.433,94.9
95.583,96.433
97.35,103.12
106.08,108.77
109.98,112.83
113.82,116.5
117.75,120.6
121.85,135.52
137.73,143.75
145.3,147.22
147.82,153.05
154.15,155.9
157.02,163.67
164.38,164.63
166.15,171.12
172.5,173.75
175.1,177.1
178.63,184.42
185.73,190.9
192.02,198.52
200.33,205.22
206.45,211.95
212.97,214.8
215.47,215.5
216.3,221.52
222.38,229.73
230.25,234.72
235.3,235.4
237.85,241.05
242.53,249.07
250.43,257.67
258.15,265.03
266.2,266.23
267.18,271.23
272.68,277.67
278.3,278.5
279.75,280.88
281.45,284.9
285.65,291.15
292.8,296.22
297.5,299.87
