T1,T2
14.683,15
17.25,17.683
20.15,20.567
22.75,23.117
24.75,25.017
32.917,33.35
50.617,51.083
56.583,56.967
67.85,68.183
70.5,70.917
79.917,80.383
84.117,84.533
94.05,94.333
96.8,97.067
106.67,106.87
121.13,121.47
141.62,142.07
144.63,145.05
147.33,147.62
151.53,151.88
154.35,154.73
157.43,157.72
168.12,168.35
173.5,173.8
175.17,175.52
177.85,178.08
179.98,180.2
183.03,183.27
185.95,186.32
198.75,199.12
211.32,211.62
220.38,220.78
231.4,231.85
233.17,233.55
240.32,240.77
244,244.32
251.43,251.82
262.8,263.05
263.63,263.93
266.72,267.02
282.17,282.6
286.47,286.82
288.88,289.37
