T1,T2
17.417,17.683
25.1,25.533
61.233,61.583
75.667,76.116
78.166,78.45
81.816,82.116
85.216,85.533
86.916,87.283
95.083,95.416
99.733,100.05
101.37,101.8
105.63,105.98
109.4,109.7
110.32,110.57
119.08,119.5
120.83,121.1
123.13,123.53
124.67,125.02
126.88,127.37
129.75,130.08
136.97,137.32
142.65,143.05
143.9,144.18
145.4,145.58
146.95,147.42
148.37,148.73
151.05,151.45
152.98,153.42
154.05,154.33
156.18,156.55
157.22,157.55
160.73,161
161.92,162.17
164.35,164.65
167.7,168.13
169.97,170.25
176.05,176.52
178.23,178.55
180.22,180.67
182.1,182.35
186.45,186.72
187.77,188.03
189.23,189.53
194.85,195.07
197.05,197.35
203.47,203.82
205.28,205.68
207.57,207.92
208.73,209.05
212.57,212.85
216.07,216.45
217.23,217.53
220.77,221.15
221.9,222.25
223.17,223.6
224.98,225.2
225.97,226.32
233.98,234.28
234.97,235.37
237.3,237.65
238.58,238.85
240.93,241.35
244.33,244.58
245.62,245.98
246.78,247.08
248.17,248.5
250.68,251.02
251.72,252.18
256,256.42
260.03,260.27
260.7,261.02
263.63,263.98
264.88,265.2
265.93,266.23
269.7,269.93
274.28,274.67
284.12,284.48
286.48,286.82
