0,0.75242,0.88909,1.1328,0.38808,0.78733,0.7295,0.89238,0.48757
0.10012,0.77816,0.91134,1.1105,0.44611,0.81102,0.79226,0.88958,0.4977
0.20025,0.78128,0.92682,1.0575,0.41631,0.85847,0.82855,0.8771,0.46914
0.30037,0.79471,0.9917,1.0693,0.43307,0.84448,0.81124,0.82479,0.47353
0.40049,0.76967,0.98923,1.0199,0.43798,0.87552,0.86021,0.80945,0.45257
0.50061,0.78879,0.95377,0.99187,0.413,0.86075,0.8492,0.77868,0.45684
0.60074,0.84837,0.96781,0.96621,0.38924,0.92142,0.84613,0.75336,0.47564
0.70086,0.82215,1.0227,0.89629,0.41907,0.88777,0.8132,0.74268,0.47862
0.80098,0.79969,0.99799,0.89025,0.39483,0.88408,0.90514,0.73376,0.4932
0.9011,0.87109,1.0381,0.84002,0.43048,0.90112,0.84293,0.73922,0.4539
1.0012,0.79226,0.9834,0.8267,0.3937,0.91162,0.85546,0.73597,0.44152
1.1014,0.80748,0.97176,0.84354,0.40836,0.92568,0.87122,0.68794,0.45413
1.2015,0.90019,1.0261,0.80002,0.37871,0.95994,0.88389,0.69349,0.45799
1.3016,0.81441,0.88951,0.87388,0.43305,0.95809,0.88081,0.6957,0.46473
1.4017,0.88921,1.0085,0.83782,0.41414,0.94761,0.80256,0.67277,0.47819
1.5018,0.83416,0.86847,0.83156,0.40507,0.92666,0.75169,0.70395,0.46319
1.602,0.87173,0.90049,0.84807,0.39461,0.98415,0.78547,0.69715,0.43349
1.7021,0.85569,0.85466,0.90406,0.4344,0.90229,0.78394,0.73757,0.45416
1.8022,0.89169,0.86389,0.86398,0.43573,0.92011,0.7538,0.74187,0.45683
1.9023,0.80209,0.86177,0.85948,0.41409,0.91244,0.75997,0.68875,0.4371
2.0025,0.81211,0.81101,0.87721,0.4198,0.85833,0.76962,0.71023,0.45514
2.1026,0.82117,0.7837,0.82569,0.3855,0.89833,0.73918,0.70887,0.46541
2.2027,0.85517,0.82079,0.81497,0.46712,0.89765,0.78372,0.67978,0.45706
2.3028,0.82646,0.77241,0.85769,0.42584,0.94595,0.69439,0.65364,0.4204
2.4029,0.7952,0.7261,0.77437,0.39024,0.8842,0.63954,0.62585,0.40195
2.5031,0.74718,0.70903,0.82642,0.41627,0.91109,0.65158,0.61906,0.43411
2.6032,0.7675,0.69961,0.7722,0.37514,0.84975,0.66167,0.64899,0.40557
2.7033,0.76772,0.6925,0.78001,0.43919,0.85046,0.65962,0.58802,0.41609
2.8034,0.74803,0.65819,0.73742,0.39802,0.82362,0.65914,0.62807,0.40426
2.9036,0.76132,0.6133,0.74286,0.35621,0.83343,0.57543,0.59774,0.42446
3.0037,0.80737,0.62556,0.70492,0.37365,0.86363,0.55436,0.60136,0.433
3.1038,0.80407,0.61303,0.70746,0.35834,0.87303,0.5512,0.56022,0.40739
3.2039,0.77363,0.63806,0.64885,0.39495,0.86161,0.56359,0.57087,0.40264
3.3041,0.75316,0.58487,0.67518,0.38407,0.79306,0.502,0.57722,0.40967
3.4042,0.70545,0.58539,0.66901,0.38857,0.77381,0.55185,0.57106,0.40265
3.5043,0.7498,0.57015,0.65138,0.37633,0.78618,0.48742,0.54593,0.39082
3.6044,0.77238,0.53487,0.67574,0.37618,0.8106,0.48447,0.55622,0.40657
3.7045,0.74759,0.56327,0.66785,0.3508,0.8055,0.49452,0.58059,0.37489
3.8047,0.72318,0.54674,0.69375,0.35141,0.80502,0.50366,0.6598,0.3914
3.9048,0.77271,0.53203,0.70511,0.34373,0.818,0.49242,0.68572,0.38857
4.0049,0.79701,0.53727,0.73835,0.36881,0.85676,0.51595,0.67973,0.39747
4.105,0.79357,0.59329,0.76423,0.37071,0.84963,0.53732,0.68582,0.41586
4.2052,0.79759,0.61734,0.73227,0.34338,0.85255,0.52392,0.67996,0.37857
4.3053,0.75237,0.67315,0.75994,0.38105,0.86615,0.58387,0.6768,0.43934
4.4054,0.76175,0.69141,0.75179,0.36588,0.85106,0.59815,0.6954,0.40636
4.5055,0.78476,0.746,0.76369,0.37931,0.88322,0.60255,0.64702,0.40889
4.6057,0.76287,0.72914,0.74234,0.35806,0.87443,0.64133,0.70707,0.42083
4.7058,0.74183,0.70315,0.75245,0.38964,0.83077,0.6372,0.67018,0.41399
4.8059,0.79935,0.76275,0.74317,0.39035,0.88943,0.63539,0.67085,0.43719
4.906,0.84928,0.74213,0.75794,0.39877,0.95065,0.65808,0.66848,0.44192
5.0061,0.86296,0.71066,0.71705,0.33918,0.93066,0.63367,0.63707,0.41108
5.1063,0.80617,0.73173,0.72204,0.37731,0.90608,0.6028,0.64534,0.42055
5.2064,0.87735,0.73687,0.69122,0.36652,0.91208,0.65789,0.64284,0.38513
5.3065,0.86383,0.69717,0.70578,0.3629,0.93269,0.64965,0.61167,0.40804
5.4066,0.84491,0.67342,0.65902,0.35655,0.92439,0.59876,0.65191,0.39177
5.5068,0.86408,0.69831,0.73889,0.38346,0.93151,0.63036,0.64922,0.43614
5.6069,0.84282,0.71679,0.7568,0.3616,0.91309,0.58309,0.67664,0.42215
5.707,0.82848,0.63116,0.74696,0.34892,0.975,0.5845,0.70062,0.42962
5.8071,0.8734,0.65919,0.80651,0.36543,0.86639,0.57781,0.72338,0.44708
5.9072,0.83115,0.69581,0.76093,0.36753,0.90188,0.6073,0.69383,0.40113
6.0074,0.83607,0.66857,0.78245,0.38887,0.92206,0.5689,0.71307,0.43302
6.1075,0.85927,0.62633,0.81037,0.39365,0.95708,0.5914,0.70761,0.45899
6.2076,0.87415,0.67332,0.82429,0.36249,0.92363,0.58652,0.70064,0.4694
6.3077,0.857,0.68832,0.88196,0.36151,0.87816,0.61896,0.69727,0.46434
6.4079,0.83431,0.66075,0.90851,0.40745,0.84766,0.64858,0.65915,0.50493
6.508,0.83984,0.7429,0.99814,0.4883,0.83981,0.62019,0.75446,0.5954
6.6081,0.72298,0.76644,1.0675,0.52988,0.86914,0.65547,0.76511,0.63423
6.7082,0.68038,0.77487,1.0808,0.58819,0.74003,0.66331,0.75949,0.7066
