0,877.77,932.98,1189.7,1380.7,1215.2,1418.9,1545.1,1242.8,660.45,829.51,1347.6,535.84,956.8,1035.1,1378.8,605.97
0.10012,939.85,1073.1,1359.2,1394.6,1467.1,1614.3,1795.4,1367.1,731.36,977.92,1509.3,622.15,1189.8,1278.9,1597.2,680.4
0.20025,974.83,1071,1374,1461,1422.9,1536.6,1718.2,1391.1,761.62,992.62,1453,608.24,1221.5,1273.2,1507,652.62
0.30037,978.19,1047.3,1353.8,1479.5,1430.9,1596.2,1744.4,1401.2,777.38,1038.6,1447.6,640.71,1208.4,1294.9,1438.8,663.49
0.40049,1007.3,1041.1,1287.9,1402.7,1462.9,1591.7,1759.3,1356.1,775.28,1029.9,1313.6,614.35,1280.8,1369.2,1424.1,613.73
0.50061,971.36,1068.8,1306.8,1497.5,1459.9,1562.4,1755.2,1427.3,766.2,1019.4,1296.2,618.48,1256.6,1326.8,1366.7,652.03
0.60074,1009.5,1054.2,1304.1,1549.8,1390.1,1568.4,1726.1,1402.8,856.41,1020.2,1260,603.27,1280.8,1327.1,1300.4,667.24
0.70086,1034.2,1004.1,1368.8,1491,1406.2,1588.1,1756.4,1443,850.27,1027,1226.8,624.83,1248.4,1291.5,1304.4,690.68
0.80098,983.06,1057.5,1268.2,1467.5,1483.7,1563.2,1741.9,1313.5,786.14,1055.4,1129,579.42,1311.7,1415,1278.1,647.84
0.9011,971.67,1029,1348.8,1502.3,1467.2,1599,1741.1,1411.7,846.41,1068.2,1133,646.69,1322.1,1347.8,1287.1,640.77
1.0012,1032.1,1019,1352,1492.9,1459.8,1604.6,1725.6,1483.7,817.68,1002.1,1117.7,587.76,1330.8,1372.7,1270,655.07
1.1014,1034.4,1077.7,1346,1549.3,1417.9,1579,1769.7,1445.4,835.29,1047.3,1135.4,632.67,1312.5,1375.7,1217.4,656.41
1.2015,942.33,1054.9,1320.9,1429,1505.6,1608,1734.1,1299.2,848.28,1082.5,1056.8,541.17,1445.2,1421.3,1202.6,595
1.3016,1011.7,1085.7,1310.8,1459.2,1443.4,1560.3,1715.7,1332.5,823.92,965.7,1145.5,631.91,1382.9,1374.4,1193.6,619.26
1.4017,988.62,958.57,1301,1537.5,1397.3,1540.4,1721.1,1372.5,879.09,966.7,1090,636.75,1324.1,1236.2,1157.9,656.31
