T1,T2
3.3167,11.083
13.367,14.067
14.8,15.467
17.733,22.967
23.517,23.55
24.167,30.233
31.167,33.417
33.933,37.633
38.133,38.567
39.517,39.933
40.667,40.7
41.583,42.417
43.333,45.75
46.267,48.55
51.083,52.25
53.3,56.067
56.567,58.483
59.133,59.467
60.017,65.983
66.967,77.033
78.833,79.667
80.367,80.583
81.183,82.4
84.733,85.817
86.7,96.5
97.017,97.433
97.917,101.22
101.77,101.8
102.65,102.68
103.33,104.17
107.12,108.72
112.68,114.47
115.3,116.43
120.6,120.63
124.35,125.67
127.03,133.9
139.67,139.7
140.33,142.48
143.28,143.32
144.65,145.65
148.7,149.25
150.42,151.12
152.6,153.72
154.32,158.77
161.4,162.83
163.62,180.98
181.52,192.88
194.27,194.95
196.08,196.32
197.58,200.17
201.05,208.95
211.1,212.03
212.6,212.63
213.98,214.02
215.75,217.05
218.62,220.83
221.77,221.8
222.43,222.47
223.45,224.13
224.7,224.73
226.25,226.85
230.52,232.1
233.28,233.78
234.5,236.57
237.47,237.67
239.05,256.7
259.87,260.33
261.3,261.85
263.38,263.42
264.47,264.5
265.57,265.6
267.27,267.3
269.1,270.02
270.57,272.23
272.98,273.02
274.23,275.05
278.42,278.88
279.83,280.05
281.68,282.12
282.78,283.5
285.57,286.98
289.27,290.62
292.38,300
